                            Variables index correlation     qvalue pvalue
M5.60_784.5845m.z   M5.60_784.5845m.z  2875   0.2703371 0.13825306  0.016
M9.52_499.1509m.z   M9.52_499.1509m.z  3381   0.2701202 0.12830303  0.014
M11.79_271.2627m.z M11.79_271.2627m.z   995   0.2698106 0.13825306  0.016
M9.52_417.1481m.z   M9.52_417.1481m.z  3682   0.2696986 0.11926761  0.012
M2.39_331.2637m.z   M2.39_331.2637m.z  5288   0.2694912 0.10875000  0.010
M12.88_297.2781m.z M12.88_297.2781m.z  3473   0.2694270 0.09846512  0.008
M4.43_746.5142m.z   M4.43_746.5142m.z  1089   0.2691083 0.13825306  0.016
M12.88_491.2321m.z M12.88_491.2321m.z   499   0.2690817 0.09359368  0.007
M8.03_285.0402m.z   M8.03_285.0402m.z  4253   0.2690586 0.13286611  0.015
M4.82_820.5856m.z   M4.82_820.5856m.z  1609   0.2687977 0.14168898  0.017
M10.86_295.2276m.z M10.86_295.2276m.z  1869   0.2687538 0.07764059  0.005
M1.96_349.2015m.z   M1.96_349.2015m.z  1639   0.2686212 0.09846512  0.008
M4.48_766.5408m.z   M4.48_766.5408m.z  1005   0.2685371 0.12830303  0.014
M12.43_344.2920n     M12.43_344.2920n   700   0.2681149 0.11341071  0.011
M5.41_808.5837m.z   M5.41_808.5837m.z  3776   0.2677618 0.12830303  0.014
M13.29_266.2606n     M13.29_266.2606n   693   0.2677002 0.12415489  0.013
M5.57_702.5662n       M5.57_702.5662n   289   0.2675383 0.13286611  0.015
M4.96_704.5223m.z   M4.96_704.5223m.z  4828   0.2673678 0.09846512  0.008
M5.40_863.5631m.z   M5.40_863.5631m.z  3812   0.2667066 0.12415489  0.013
M1.54_463.3777m.z   M1.54_463.3777m.z  4051   0.2665943 0.13825306  0.016
M5.43_783.5773n       M5.43_783.5773n  2871   0.2665272 0.14168898  0.017
M6.15_370.1420n       M6.15_370.1420n  4186   0.2664638 0.12830303  0.014
M4.52_763.5141n       M4.52_763.5141n  1255   0.2662784 0.15140402  0.019
M5.44_833.5199m.z   M5.44_833.5199m.z  2992   0.2658157 0.11926761  0.012
M3.39_223.1702m.z   M3.39_223.1702m.z  5926   0.2655872 0.10373684  0.009
M6.79_576.2175m.z   M6.79_576.2175m.z  2809   0.2654784 0.09846512  0.008
M4.85_184.0732m.z   M4.85_184.0732m.z   615   0.2647632 0.13286611  0.015
M2.06_401.2906m.z   M2.06_401.2906m.z  3985   0.2642616 0.14168898  0.017
M4.94_732.5536m.z   M4.94_732.5536m.z   729   0.2642198 0.10875000  0.010
M4.51_767.5456n       M4.51_767.5456n   849   0.2640626 0.14168898  0.017
M7.74_215.0279m.z   M7.74_215.0279m.z  4013   0.2637890 0.16535148  0.022
M4.59_742.5406m.z   M4.59_742.5406m.z  1853   0.2637624 0.15140402  0.019
M1.59_531.4070m.z   M1.59_531.4070m.z  4531   0.2627892 0.10875000  0.010
M4.93_744.5543m.z   M4.93_744.5543m.z  1155   0.2627301 0.12830303  0.014
M10.97_211.1339m.z M10.97_211.1339m.z  4443   0.2624493 0.11341071  0.011
M4.91_755.5461n       M4.91_755.5461n   338   0.2622261 0.12415489  0.013
M4.86_768.5537m.z   M4.86_768.5537m.z  2326   0.2620671 0.12830303  0.014
M2.07_299.1034m.z   M2.07_299.1034m.z  4988   0.2619081 0.13286611  0.015
M10.61_528.1771m.z M10.61_528.1771m.z  1315   0.2610014 0.12415489  0.013
M1.58_361.1432n       M1.58_361.1432n  1520   0.2607402 0.12830303  0.014
M5.54_728.5821n       M5.54_728.5821n   910   0.2603698 0.14168898  0.017
M4.24_304.2111m.z   M4.24_304.2111m.z  1451   0.2601699 0.14168898  0.017
M4.88_507.3686m.z   M4.88_507.3686m.z  1549   0.2598444 0.12830303  0.014
M11.01_290.1599m.z M11.01_290.1599m.z  1663   0.2595867 0.14168898  0.017
M4.51_792.5537m.z   M4.51_792.5537m.z  1966   0.2595812 0.14168898  0.017
M2.05_219.1104n       M2.05_219.1104n  2749   0.2591504 0.11341071  0.011
M9.83_253.2171m.z   M9.83_253.2171m.z  5136   0.2591367 0.11926761  0.012
M13.29_424.3329n     M13.29_424.3329n   264   0.2591019 0.14168898  0.017
M11.80_315.2327m.z M11.80_315.2327m.z  5124   0.2589932 0.15972575  0.021
M1.29_315.1336m.z   M1.29_315.1336m.z   461   0.2589399 0.15681481  0.020
M13.29_358.3077n     M13.29_358.3077n    12   0.2581808 0.12830303  0.014
M2.90_275.0996m.z   M2.90_275.0996m.z  4132   0.2580487 0.12415489  0.013
M8.37_259.1899m.z   M8.37_259.1899m.z  4383   0.2573802 0.12415489  0.013
M5.39_396.3103m.z   M5.39_396.3103m.z  2220   0.2563945 0.12830303  0.014
M2.27_295.2642m.z   M2.27_295.2642m.z  5055   0.2554687 0.10875000  0.010
M5.87_412.3054m.z   M5.87_412.3054m.z  2701   0.2554256 0.11926761  0.012
M2.01_255.1137m.z   M2.01_255.1137m.z  4600   0.2548199 0.16985233  0.023
M11.98_337.1667m.z M11.98_337.1667m.z  1625   0.2545704 0.11341071  0.011
M4.45_747.5189n       M4.45_747.5189n   745   0.2541365 0.17839888  0.025
M4.80_204.0663m.z   M4.80_204.0663m.z  2983   0.2540369 0.12415489  0.013
M2.48_429.3724m.z   M2.48_429.3724m.z  3656   0.2540269 0.12830303  0.014
M4.53_766.5370m.z   M4.53_766.5370m.z  1425   0.2533059 0.16535148  0.022
M1.43_295.2640m.z   M1.43_295.2640m.z  5366   0.2530013 0.14674968  0.018
M1.43_213.1494m.z   M1.43_213.1494m.z   567   0.2528994 0.15140402  0.019
M4.78_802.5356m.z   M4.78_802.5356m.z  1402   0.2526933 0.17360364  0.024
M10.75_295.1889m.z M10.75_295.1889m.z  4072   0.2526468 0.17360364  0.024
M5.52_163.0764m.z   M5.52_163.0764m.z  5676   0.2522524 0.16985233  0.023
M4.80_850.6667m.z   M4.80_850.6667m.z  1431   0.2518987 0.14674968  0.018
M7.55_347.1506m.z   M7.55_347.1506m.z  4917   0.2514541 0.16535148  0.022
M6.77_300.1111n       M6.77_300.1111n  1194   0.2512961 0.15681481  0.020
M0.97_375.2205m.z   M0.97_375.2205m.z   407   0.2506216 0.12415489  0.013
M13.57_295.2638m.z M13.57_295.2638m.z  3263   0.2506063 0.13825306  0.016
M9.54_209.0542m.z   M9.54_209.0542m.z  4081   0.2505941 0.14168898  0.017
M3.56_125.0242m.z   M3.56_125.0242m.z  6193   0.2500830 0.13286611  0.015
M11.78_295.1932m.z M11.78_295.1932m.z  1917   0.2499601 0.15972575  0.021
M8.23_216.0988m.z   M8.23_216.0988m.z  4743   0.2498422 0.10373684  0.009
M0.96_309.2795m.z   M0.96_309.2795m.z   696   0.2498259 0.13825306  0.016
M7.14_222.1133m.z   M7.14_222.1133m.z  3266   0.2495503 0.15972575  0.021
M1.76_512.5029m.z   M1.76_512.5029m.z  5823   0.2491251 0.16535148  0.022
M1.91_574.4593n       M1.91_574.4593n    81   0.2489097 0.12830303  0.014
M2.69_429.3724m.z   M2.69_429.3724m.z  3043   0.2489025 0.14674968  0.018
M5.45_368.2792m.z   M5.45_368.2792m.z   663   0.2484604 0.15681481  0.020
M8.86_259.1296m.z   M8.86_259.1296m.z  3144   0.2482179 0.13286611  0.015
M5.76_287.2094n       M5.76_287.2094n   202   0.2479585 0.15972575  0.021
M13.30_456.2753n     M13.30_456.2753n    64   0.2478660 0.15972575  0.021
M11.41_187.0974m.z M11.41_187.0974m.z  2180   0.2475191 0.15140402  0.019
M3.99_591.3907m.z   M3.99_591.3907m.z  1309   0.2474321 0.14674968  0.018
M10.66_249.1859m.z M10.66_249.1859m.z  3306   0.2474271 0.12415489  0.013
M7.63_387.1191m.z   M7.63_387.1191m.z  3462   0.2473625 0.17360364  0.024
M5.41_370.2948m.z   M5.41_370.2948m.z   550   0.2460137 0.14168898  0.017
M10.68_297.2433m.z M10.68_297.2433m.z   642   0.2455308 0.16535148  0.022
M2.63_207.1025m.z   M2.63_207.1025m.z  6042   0.2454476 0.18125796  0.026
M12.88_282.2554n     M12.88_282.2554n   866   0.2452461 0.12415489  0.013
M4.96_720.5541m.z   M4.96_720.5541m.z  5277   0.2451369 0.17839888  0.025
M8.24_277.0713m.z   M8.24_277.0713m.z  2132   0.2449610 0.15140402  0.019
M6.76_375.1193m.z   M6.76_375.1193m.z  2988   0.2447390 0.15972575  0.021
M6.73_218.1031m.z   M6.73_218.1031m.z  1627   0.2440586 0.14674968  0.018
M4.59_746.5629m.z   M4.59_746.5629m.z  3517   0.2439351 0.15972575  0.021
M4.73_833.5925n       M4.73_833.5925n  1306   0.2438949 0.18837712  0.028
M4.42_722.5141m.z   M4.42_722.5141m.z   993   0.2438411 0.18125796  0.026
M6.03_260.1855m.z   M6.03_260.1855m.z   617   0.2435891 0.18837712  0.028
M4.42_749.5347n       M4.42_749.5347n   505   0.2434526 0.18518035  0.027
M6.00_274.1538m.z   M6.00_274.1538m.z  5561   0.2431081 0.18125796  0.026
M0.96_585.4869m.z   M0.96_585.4869m.z   733   0.2429214 0.18837712  0.028
M4.42_774.5460m.z   M4.42_774.5460m.z  1146   0.2427777 0.19305975  0.029
M4.48_740.5219m.z   M4.48_740.5219m.z  1774   0.2424485 0.18518035  0.027
M5.58_197.1546m.z   M5.58_197.1546m.z  5741   0.2413917 0.18125796  0.026
M4.75_805.5622n       M4.75_805.5622n   605   0.2410321 0.18125796  0.026
M4.41_776.5583m.z   M4.41_776.5583m.z   934   0.2407334 0.18518035  0.027
M5.37_859.5347m.z   M5.37_859.5347m.z  2727   0.2406688 0.18125796  0.026
M9.64_295.1685m.z   M9.64_295.1685m.z  5273   0.2403650 0.17360364  0.024
M10.81_273.1858m.z M10.81_273.1858m.z  4471   0.2395372 0.15972575  0.021
M10.51_350.1715n     M10.51_350.1715n  3147   0.2390836 0.17839888  0.025
M5.54_730.5982n       M5.54_730.5982n   867   0.2383452 0.18837712  0.028
M8.28_167.1076m.z   M8.28_167.1076m.z  2825   0.2376164 0.18125796  0.026
M0.97_256.1678n       M0.97_256.1678n  1936   0.2362233 0.15972575  0.021
M4.43_748.5301m.z   M4.43_748.5301m.z   723   0.2354015 0.19723602  0.030
M7.43_223.0609m.z   M7.43_223.0609m.z  5405   0.2353112 0.19305975  0.029
M4.95_331.1758m.z   M4.95_331.1758m.z  2197   0.2351571 0.17839888  0.025
M5.51_342.2636m.z   M5.51_342.2636m.z   486   0.2345537 0.19723602  0.030
M4.24_286.1436m.z   M4.24_286.1436m.z  5760   0.2341465 0.17360364  0.024
M6.16_159.1025m.z   M6.16_159.1025m.z  2000   0.2341425 0.18837712  0.028
M8.23_248.1411n       M8.23_248.1411n  4553   0.2337355 0.15972575  0.021
M0.96_239.0595m.z   M0.96_239.0595m.z   933   0.2324179 0.18518035  0.027
M8.58_224.1775n       M8.58_224.1775n  3754   0.2321818 0.15972575  0.021
M4.51_728.5583m.z   M4.51_728.5583m.z  1422   0.2315818 0.19723602  0.030
M2.68_211.1702m.z   M2.68_211.1702m.z  5564   0.2304345 0.16985233  0.023
M6.16_268.0382n       M6.16_268.0382n  3167   0.2298653 0.19723602  0.030
M7.75_315.1331m.z   M7.75_315.1331m.z  1348   0.2297820 0.19723602  0.030
M11.97_280.2394n     M11.97_280.2394n   633   0.2290768 0.18837712  0.028
M5.60_257.1747m.z   M5.60_257.1747m.z  4804   0.2255506 0.18837712  0.028
M1.98_209.1181m.z   M1.98_209.1181m.z  3693   0.2255159 0.19723602  0.030
M4.96_453.1955m.z   M4.96_453.1955m.z  3077   0.2254624 0.18125796  0.026
M5.30_883.5356m.z   M5.30_883.5356m.z  3998   0.2249933 0.18518035  0.027
M0.97_217.0174m.z   M0.97_217.0174m.z  1081   0.2218597 0.18837712  0.028
M9.46_489.2478m.z   M9.46_489.2478m.z  3593   0.2204625 0.19305975  0.029
M4.48_243.1347m.z   M4.48_243.1347m.z  3417   0.2202859 0.19723602  0.030
M7.53_213.1130m.z   M7.53_213.1130m.z  2203   0.2182534 0.18837712  0.028
