                            Variables index correlation     qvalue pvalue
M3.85_188.0374m.z   M3.85_188.0374m.z  4045  -0.2660645 0.09846512  0.008
M11.03_507.3314n     M11.03_507.3314n   966  -0.2657117 0.10373684  0.009
M1.09_310.1197n       M1.09_310.1197n  2688  -0.2655126 0.10875000  0.010
M9.26_255.1965m.z   M9.26_255.1965m.z  2254  -0.2654646 0.11341071  0.011
M11.61_333.0391m.z M11.61_333.0391m.z   177  -0.2654269 0.12415489  0.013
M7.90_149.0970m.z   M7.90_149.0970m.z  3210  -0.2652727 0.14168898  0.017
M10.99_418.2386n     M10.99_418.2386n  2973  -0.2652408 0.10875000  0.010
M13.40_306.1656m.z M13.40_306.1656m.z  5373  -0.2651216 0.14674968  0.018
M11.96_165.0910m.z M11.96_165.0910m.z  3575  -0.2650249 0.12830303  0.014
M6.45_227.1289m.z   M6.45_227.1289m.z  4365  -0.2648465 0.12830303  0.014
M10.78_283.1687m.z M10.78_283.1687m.z  2684  -0.2646603 0.11341071  0.011
M11.76_271.2278m.z M11.76_271.2278m.z   912  -0.2644523 0.10373684  0.009
M1.78_197.1282m.z   M1.78_197.1282m.z  3082  -0.2643825 0.10875000  0.010
M9.02_221.0106m.z   M9.02_221.0106m.z  2979  -0.2643813 0.14168898  0.017
M9.13_463.2677m.z   M9.13_463.2677m.z  4982  -0.2643608 0.10875000  0.010
M5.85_476.2777m.z   M5.85_476.2777m.z   763  -0.2636827 0.10875000  0.010
M8.02_378.2411m.z   M8.02_378.2411m.z  1565  -0.2631164 0.13825306  0.016
M10.55_188.0800n     M10.55_188.0800n  2473  -0.2630057 0.13286611  0.015
M7.52_362.2085n       M7.52_362.2085n  1057  -0.2628565 0.11926761  0.012
M6.30_278.0430m.z   M6.30_278.0430m.z  4955  -0.2623658 0.15972575  0.021
M0.63_110.0569m.z   M0.63_110.0569m.z  3329  -0.2623640 0.13286611  0.015
M10.14_227.1148m.z M10.14_227.1148m.z  3270  -0.2617553 0.12415489  0.013
M4.66_149.1324m.z   M4.66_149.1324m.z  5887  -0.2617408 0.10373684  0.009
M10.66_314.0594n     M10.66_314.0594n    19  -0.2613045 0.13286611  0.015
M5.31_178.0720m.z   M5.31_178.0720m.z  5162  -0.2608881 0.13286611  0.015
M10.35_483.2960m.z M10.35_483.2960m.z  2742  -0.2608472 0.13825306  0.016
M4.76_175.0634n       M4.76_175.0634n   819  -0.2608230 0.10875000  0.010
M1.22_405.2641m.z   M1.22_405.2641m.z  1925  -0.2606743 0.15681481  0.020
M3.94_248.0206n       M3.94_248.0206n  3236  -0.2603318 0.15972575  0.021
M10.86_524.2777m.z M10.86_524.2777m.z   442  -0.2603247 0.13825306  0.016
M3.24_95.0492m.z     M3.24_95.0492m.z  4588  -0.2602159 0.12415489  0.013
M0.91_346.0553m.z   M0.91_346.0553m.z  5670  -0.2598081 0.10875000  0.010
M3.49_203.0019m.z   M3.49_203.0019m.z  1394  -0.2596291 0.13286611  0.015
M10.35_283.2277m.z M10.35_283.2277m.z  3116  -0.2596055 0.13825306  0.016
M3.37_187.0975m.z   M3.37_187.0975m.z  4639  -0.2593721 0.13286611  0.015
M10.87_361.2725m.z M10.87_361.2725m.z  3224  -0.2591380 0.14168898  0.017
M12.23_291.1294m.z M12.23_291.1294m.z  3013  -0.2590294 0.12830303  0.014
M10.80_203.0673m.z M10.80_203.0673m.z  3294  -0.2587566 0.11341071  0.011
M6.36_283.0810m.z   M6.36_283.0810m.z  4519  -0.2583308 0.13286611  0.015
M12.26_539.3718m.z M12.26_539.3718m.z  1742  -0.2582731 0.15972575  0.021
M4.69_312.1008n       M4.69_312.1008n  1997  -0.2579538 0.12830303  0.014
M4.74_132.0454m.z   M4.74_132.0454m.z  5226  -0.2577896 0.13286611  0.015
M6.45_218.1183m.z   M6.45_218.1183m.z  1920  -0.2571413 0.14168898  0.017
M11.92_203.0672m.z M11.92_203.0672m.z  2050  -0.2571254 0.11926761  0.012
M0.97_395.1892m.z   M0.97_395.1892m.z   818  -0.2568242 0.14168898  0.017
M2.84_279.0976m.z   M2.84_279.0976m.z  3335  -0.2567917 0.13286611  0.015
M8.31_291.1061m.z   M8.31_291.1061m.z  2080  -0.2567861 0.14168898  0.017
M8.03_114.0559m.z   M8.03_114.0559m.z   541  -0.2567805 0.12830303  0.014
M5.96_133.0506m.z   M5.96_133.0506m.z  5677  -0.2565469 0.15681481  0.020
M10.78_177.1273m.z M10.78_177.1273m.z  3200  -0.2564779 0.12830303  0.014
M1.14_447.3474m.z   M1.14_447.3474m.z   195  -0.2562645 0.15972575  0.021
M5.93_78.9188m.z     M5.93_78.9188m.z   599  -0.2555662 0.13286611  0.015
M1.65_145.0505m.z   M1.65_145.0505m.z  4245  -0.2554810 0.13825306  0.016
M1.77_195.1136m.z   M1.77_195.1136m.z  4348  -0.2553916 0.13825306  0.016
M9.43_136.0371n       M9.43_136.0371n   509  -0.2553143 0.15972575  0.021
M10.92_334.0468n     M10.92_334.0468n   157  -0.2550761 0.14168898  0.017
M5.90_520.1210m.z   M5.90_520.1210m.z  3578  -0.2549994 0.14674968  0.018
M9.04_166.9699m.z   M9.04_166.9699m.z  2158  -0.2549797 0.15140402  0.019
M9.75_299.0199m.z   M9.75_299.0199m.z  1355  -0.2544118 0.12415489  0.013
M10.02_104.1069m.z M10.02_104.1069m.z   437  -0.2544003 0.15140402  0.019
M10.53_132.0300m.z M10.53_132.0300m.z   853  -0.2543328 0.12830303  0.014
M4.96_404.1273n       M4.96_404.1273n   404  -0.2541279 0.12415489  0.013
M1.12_455.3160m.z   M1.12_455.3160m.z  2894  -0.2540927 0.13825306  0.016
M12.10_507.2237m.z M12.10_507.2237m.z  1701  -0.2540060 0.14168898  0.017
M8.69_199.1074m.z   M8.69_199.1074m.z  2880  -0.2538374 0.14674968  0.018
M10.72_132.0301m.z M10.72_132.0301m.z  1197  -0.2537229 0.14674968  0.018
M1.51_469.3525m.z   M1.51_469.3525m.z  2248  -0.2536362 0.16985233  0.023
M5.28_181.0506m.z   M5.28_181.0506m.z  5217  -0.2534909 0.15681481  0.020
M1.52_191.0587n       M1.52_191.0587n  2218  -0.2533638 0.16535148  0.022
M8.40_164.0841n       M8.40_164.0841n  2738  -0.2531812 0.11341071  0.011
M0.67_134.0366n       M0.67_134.0366n  2037  -0.2531627 0.11341071  0.011
M1.53_262.0913m.z   M1.53_262.0913m.z  1016  -0.2531505 0.16535148  0.022
M5.19_104.1069m.z   M5.19_104.1069m.z  5211  -0.2530614 0.15681481  0.020
M4.69_292.1071m.z   M4.69_292.1071m.z  4599  -0.2529437 0.14168898  0.017
M10.30_415.3191m.z M10.30_415.3191m.z  2589  -0.2525208 0.17360364  0.024
M5.46_415.0990m.z   M5.46_415.0990m.z  3249  -0.2519176 0.12415489  0.013
M6.62_232.0282m.z   M6.62_232.0282m.z  1387  -0.2518088 0.13825306  0.016
M2.19_545.3507m.z   M2.19_545.3507m.z  3580  -0.2517399 0.13825306  0.016
M3.24_179.0579n       M3.24_179.0579n   759  -0.2517009 0.16985233  0.023
M1.53_177.0789n       M1.53_177.0789n   734  -0.2514378 0.14674968  0.018
M1.09_294.0506n       M1.09_294.0506n   762  -0.2513937 0.15681481  0.020
M9.20_513.2699m.z   M9.20_513.2699m.z  2345  -0.2507357 0.13825306  0.016
M7.99_241.1445m.z   M7.99_241.1445m.z  5567  -0.2507249 0.16985233  0.023
M7.34_146.0457m.z   M7.34_146.0457m.z  1842  -0.2504656 0.13825306  0.016
M9.61_609.1451m.z   M9.61_609.1451m.z  1618  -0.2502303 0.16985233  0.023
M9.11_217.0417m.z   M9.11_217.0417m.z  4031  -0.2500622 0.16985233  0.023
M5.73_315.1269m.z   M5.73_315.1269m.z  3464  -0.2499745 0.14168898  0.017
M6.96_177.1273m.z   M6.96_177.1273m.z  4554  -0.2497143 0.15140402  0.019
M13.12_433.3317m.z M13.12_433.3317m.z  1561  -0.2497026 0.16985233  0.023
M1.10_273.0754m.z   M1.10_273.0754m.z   991  -0.2496629 0.14674968  0.018
M8.53_300.0393m.z   M8.53_300.0393m.z  1511  -0.2496538 0.17360364  0.024
M4.69_368.0949n       M4.69_368.0949n  2243  -0.2495196 0.12830303  0.014
M11.80_315.0410m.z M11.80_315.0410m.z   510  -0.2494164 0.15140402  0.019
M1.51_175.0637n       M1.51_175.0637n  2835  -0.2494129 0.15972575  0.021
M8.83_186.1125m.z   M8.83_186.1125m.z  4950  -0.2493027 0.17839888  0.025
M1.51_321.1054n       M1.51_321.1054n  2105  -0.2491074 0.15140402  0.019
M1.13_411.3476m.z   M1.13_411.3476m.z   586  -0.2490723 0.16985233  0.023
M11.88_449.3258m.z M11.88_449.3258m.z  2679  -0.2486042 0.15972575  0.021
M13.04_503.2292m.z M13.04_503.2292m.z  3051  -0.2483867 0.15140402  0.019
M0.55_104.1069m.z   M0.55_104.1069m.z  2370  -0.2483170 0.15140402  0.019
M5.73_345.1659m.z   M5.73_345.1659m.z  4696  -0.2476987 0.12415489  0.013
M13.95_227.0636m.z M13.95_227.0636m.z  5530  -0.2474578 0.13286611  0.015
M3.85_181.1586m.z   M3.85_181.1586m.z  6128  -0.2471364 0.14674968  0.018
M13.50_448.3542n     M13.50_448.3542n  1324  -0.2471237 0.15972575  0.021
M2.47_172.9912m.z   M2.47_172.9912m.z   319  -0.2469537 0.12415489  0.013
M10.91_204.1112n     M10.91_204.1112n   267  -0.2467477 0.17360364  0.024
M8.77_322.1869m.z   M8.77_322.1869m.z  2284  -0.2467213 0.17360364  0.024
M9.16_229.1807m.z   M9.16_229.1807m.z  4196  -0.2466880 0.17360364  0.024
M9.87_481.0758m.z   M9.87_481.0758m.z  1747  -0.2464205 0.15140402  0.019
M5.83_552.3095m.z   M5.83_552.3095m.z  4160  -0.2463371 0.19723602  0.030
M5.94_331.8683n       M5.94_331.8683n   651  -0.2463035 0.17360364  0.024
M16.66_246.1810m.z M16.66_246.1810m.z  1550  -0.2461237 0.16985233  0.023
M13.58_446.3385n     M13.58_446.3385n   259  -0.2460952 0.13286611  0.015
M4.75_279.0479n       M4.75_279.0479n  4357  -0.2460281 0.18837712  0.028
M12.10_350.2459n     M12.10_350.2459n   309  -0.2458564 0.15681481  0.020
M10.78_262.0798n     M10.78_262.0798n   210  -0.2458517 0.15681481  0.020
M4.69_204.0896n       M4.69_204.0896n  1289  -0.2457910 0.15681481  0.020
M12.10_267.2327m.z M12.10_267.2327m.z   111  -0.2453024 0.15972575  0.021
M8.37_425.1563m.z   M8.37_425.1563m.z  2161  -0.2452841 0.14168898  0.017
M12.38_213.1233m.z M12.38_213.1233m.z  5984  -0.2451730 0.16535148  0.022
M4.96_264.1033m.z   M4.96_264.1033m.z  4095  -0.2451230 0.15972575  0.021
M7.96_157.0971m.z   M7.96_157.0971m.z  3978  -0.2449932 0.15140402  0.019
M0.96_357.2996m.z   M0.96_357.2996m.z  2266  -0.2446652 0.17360364  0.024
M11.67_375.2884m.z M11.67_375.2884m.z  2216  -0.2446456 0.18125796  0.026
M4.02_222.1600m.z   M4.02_222.1600m.z  3541  -0.2443088 0.17360364  0.024
M2.70_329.2329m.z   M2.70_329.2329m.z  2702  -0.2442402 0.15972575  0.021
M9.11_161.1325m.z   M9.11_161.1325m.z  4258  -0.2441453 0.14674968  0.018
M9.39_147.0442m.z   M9.39_147.0442m.z  3723  -0.2440577 0.18125796  0.026
M10.60_205.1181m.z M10.60_205.1181m.z   575  -0.2440214 0.14674968  0.018
M13.23_174.0406m.z M13.23_174.0406m.z  4487  -0.2439046 0.15140402  0.019
M9.96_377.2692m.z   M9.96_377.2692m.z  3842  -0.2437281 0.14168898  0.017
M16.38_142.0860m.z M16.38_142.0860m.z  3811  -0.2435679 0.15972575  0.021
M2.52_353.2330m.z   M2.52_353.2330m.z  4623  -0.2434598 0.17839888  0.025
M10.02_263.1378m.z M10.02_263.1378m.z  1616  -0.2434448 0.15140402  0.019
M10.62_218.0851m.z M10.62_218.0851m.z  1870  -0.2432609 0.15140402  0.019
M7.42_343.0666m.z   M7.42_343.0666m.z  2153  -0.2431625 0.16535148  0.022
M8.11_262.0132m.z   M8.11_262.0132m.z  5250  -0.2430883 0.16985233  0.023
M4.96_227.0663m.z   M4.96_227.0663m.z  1198  -0.2429102 0.16985233  0.023
M0.98_118.0652m.z   M0.98_118.0652m.z  3067  -0.2428347 0.16985233  0.023
M1.51_219.1338m.z   M1.51_219.1338m.z  3187  -0.2421596 0.14674968  0.018
M12.47_431.3162m.z M12.47_431.3162m.z  1614  -0.2417307 0.18125796  0.026
M5.41_205.1313n       M5.41_205.1313n  1841  -0.2416298 0.18125796  0.026
M13.04_421.2261m.z M13.04_421.2261m.z   561  -0.2415327 0.18837712  0.028
M11.99_507.3680n     M11.99_507.3680n   531  -0.2413461 0.18518035  0.027
M1.53_163.0632n       M1.53_163.0632n   408  -0.2409702 0.16535148  0.022
M5.31_223.0651m.z   M5.31_223.0651m.z  4817  -0.2408363 0.14674968  0.018
M6.08_289.0718m.z   M6.08_289.0718m.z   987  -0.2404811 0.14168898  0.017
M5.03_168.0301m.z   M5.03_168.0301m.z  4263  -0.2398910 0.17839888  0.025
M5.41_495.2959m.z   M5.41_495.2959m.z  3324  -0.2396319 0.17360364  0.024
M7.37_99.0087m.z     M7.37_99.0087m.z  3156  -0.2393350 0.18837712  0.028
M1.29_166.0722m.z   M1.29_166.0722m.z  2321  -0.2393114 0.17839888  0.025
M4.75_191.0587n       M4.75_191.0587n  5093  -0.2391282 0.17360364  0.024
M9.57_431.2432m.z   M9.57_431.2432m.z  2239  -0.2388396 0.16985233  0.023
M4.01_197.0958n       M4.01_197.0958n   926  -0.2386944 0.18518035  0.027
M1.53_203.0809m.z   M1.53_203.0809m.z  2997  -0.2386288 0.17360364  0.024
M13.89_213.1231m.z M13.89_213.1231m.z  6025  -0.2382997 0.19305975  0.029
M11.89_656.4275n     M11.89_656.4275n   495  -0.2382373 0.18518035  0.027
M9.83_213.0490m.z   M9.83_213.0490m.z   859  -0.2377800 0.18837712  0.028
M1.27_129.1021m.z   M1.27_129.1021m.z  2142  -0.2372528 0.18125796  0.026
M0.59_118.0498m.z   M0.59_118.0498m.z  2568  -0.2370358 0.18518035  0.027
M10.74_259.0934m.z M10.74_259.0934m.z  3448  -0.2368247 0.15972575  0.021
M10.03_86.0964m.z   M10.03_86.0964m.z  4713  -0.2362628 0.17360364  0.024
M10.55_174.0643n     M10.55_174.0643n  3940  -0.2362497 0.18518035  0.027
M5.89_152.0704m.z   M5.89_152.0704m.z  2406  -0.2358783 0.17839888  0.025
M10.74_195.0508m.z M10.74_195.0508m.z   706  -0.2355742 0.15681481  0.020
M7.52_331.1913m.z   M7.52_331.1913m.z  1225  -0.2347514 0.18518035  0.027
M0.57_102.0549m.z   M0.57_102.0549m.z   902  -0.2345381 0.19723602  0.030
M16.29_203.1503m.z M16.29_203.1503m.z  4946  -0.2343123 0.18125796  0.026
M9.12_283.9939m.z   M9.12_283.9939m.z  1481  -0.2342633 0.18125796  0.026
M0.61_203.0672m.z   M0.61_203.0672m.z  3068  -0.2340889 0.18837712  0.028
M4.96_216.0899m.z   M4.96_216.0899m.z  3179  -0.2339691 0.17839888  0.025
M8.03_120.0697m.z   M8.03_120.0697m.z   856  -0.2337494 0.18125796  0.026
M10.78_227.1063m.z M10.78_227.1063m.z  4307  -0.2336505 0.18837712  0.028
M11.13_204.1113n     M11.13_204.1113n  1052  -0.2333645 0.15140402  0.019
M4.19_138.0852m.z   M4.19_138.0852m.z  2708  -0.2322513 0.19723602  0.030
M7.36_281.0413m.z   M7.36_281.0413m.z  1785  -0.2320001 0.19305975  0.029
M11.34_187.1338m.z M11.34_187.1338m.z  5041  -0.2319678 0.15972575  0.021
M12.38_461.3258m.z M12.38_461.3258m.z  1329  -0.2318976 0.18518035  0.027
M7.52_313.1722m.z   M7.52_313.1722m.z  3650  -0.2311423 0.18837712  0.028
M4.01_380.0519n       M4.01_380.0519n  1370  -0.2310969 0.18125796  0.026
M12.04_321.0691n     M12.04_321.0691n   519  -0.2306580 0.18125796  0.026
M3.98_166.0629n       M3.98_166.0629n  2328  -0.2306173 0.17839888  0.025
M2.14_417.3006m.z   M2.14_417.3006m.z   434  -0.2304282 0.18518035  0.027
M2.91_123.0199m.z   M2.91_123.0199m.z  5348  -0.2295106 0.17360364  0.024
M9.36_305.0457n       M9.36_305.0457n  3494  -0.2293322 0.18125796  0.026
M1.13_240.0782n       M1.13_240.0782n   219  -0.2292197 0.19723602  0.030
M12.13_451.3426m.z M12.13_451.3426m.z   943  -0.2287998 0.18837712  0.028
M4.01_268.0756m.z   M4.01_268.0756m.z  2543  -0.2284355 0.19305975  0.029
M5.19_226.1078n       M5.19_226.1078n  4405  -0.2284071 0.18125796  0.026
M0.96_267.2326m.z   M0.96_267.2326m.z    62  -0.2283992 0.18518035  0.027
M4.76_163.0632n       M4.76_163.0632n  1517  -0.2279832 0.18837712  0.028
M8.86_177.0403m.z   M8.86_177.0403m.z  4629  -0.2276226 0.18518035  0.027
M11.24_132.0301m.z M11.24_132.0301m.z  1221  -0.2264013 0.18125796  0.026
M7.61_635.2949m.z   M7.61_635.2949m.z  1199  -0.2263376 0.19305975  0.029
M10.63_199.0710m.z M10.63_199.0710m.z  4864  -0.2250809 0.19723602  0.030
M4.97_383.1520m.z   M4.97_383.1520m.z    41  -0.2239853 0.19305975  0.029
M11.98_393.3005m.z M11.98_393.3005m.z  1242  -0.2221273 0.17839888  0.025
M0.99_397.2049m.z   M0.99_397.2049m.z   149  -0.2202356 0.19305975  0.029
M0.97_447.2121m.z   M0.97_447.2121m.z  2655  -0.2120945 0.19305975  0.029
