                            Variables index correlation      qvalue pvalue
M6.31_274.1313n       M6.31_274.1313n   857   0.3047876 0.008547779  0.001
M8.88_125.0242m.z   M8.88_125.0242m.z  6127   0.3047763 0.008547779  0.001
M9.00_330.2405n       M9.00_330.2405n  4314   0.3045744 0.015211976  0.002
M5.59_193.0505m.z   M5.59_193.0505m.z  5353   0.3045713 0.000000000  0.000
M9.64_141.0168m.z   M9.64_141.0168m.z     9   0.3042933 0.020800218  0.003
M5.97_194.0457m.z   M5.97_194.0457m.z  5007   0.3041912 0.015211976  0.002
M4.24_129.0192m.z   M4.24_129.0192m.z  2630   0.3040706 0.000000000  0.000
M10.35_283.2277m.z M10.35_283.2277m.z  3116   0.3040406 0.000000000  0.000
M5.96_133.0506m.z   M5.96_133.0506m.z  5677   0.3038130 0.000000000  0.000
M4.01_138.0445n       M4.01_138.0445n  3173   0.3034620 0.008547779  0.001
M0.97_447.2121m.z   M0.97_447.2121m.z  2655   0.3030450 0.000000000  0.000
M10.01_730.4669m.z M10.01_730.4669m.z  2300   0.3030395 0.000000000  0.000
M10.60_159.0763m.z M10.60_159.0763m.z  1818   0.3029185 0.000000000  0.000
M9.83_240.0989m.z   M9.83_240.0989m.z  2135   0.3028857 0.000000000  0.000
M10.06_281.1731m.z M10.06_281.1731m.z  3833   0.3025177 0.015211976  0.002
M5.60_321.1170m.z   M5.60_321.1170m.z   958   0.3023571 0.008547779  0.001
M9.26_432.1926m.z   M9.26_432.1926m.z  6294   0.3018079 0.000000000  0.000
M10.02_263.1378m.z M10.02_263.1378m.z  1616   0.3005696 0.000000000  0.000
M2.74_299.2222m.z   M2.74_299.2222m.z  2292   0.3003676 0.000000000  0.000
M6.07_136.0404m.z   M6.07_136.0404m.z  3921   0.2999331 0.020800218  0.003
M10.23_195.0507m.z M10.23_195.0507m.z   204   0.2998748 0.000000000  0.000
M2.70_125.0347m.z   M2.70_125.0347m.z  6120   0.2992265 0.000000000  0.000
M5.62_337.2734m.z   M5.62_337.2734m.z  4836   0.2991394 0.008547779  0.001
M7.18_129.0921m.z   M7.18_129.0921m.z  4321   0.2989284 0.000000000  0.000
M10.31_379.2479m.z M10.31_379.2479m.z  2717   0.2988972 0.008547779  0.001
M7.75_204.1341m.z   M7.75_204.1341m.z  2356   0.2985770 0.008547779  0.001
M5.76_479.3009n       M5.76_479.3009n  1056   0.2980182 0.015211976  0.002
M9.16_229.1807m.z   M9.16_229.1807m.z  4196   0.2977193 0.000000000  0.000
M10.91_330.0370n     M10.91_330.0370n     5   0.2975358 0.015211976  0.002
M9.84_433.2804m.z   M9.84_433.2804m.z  3112   0.2973547 0.000000000  0.000
M9.11_217.0417m.z   M9.11_217.0417m.z  4031   0.2972912 0.000000000  0.000
M9.49_187.0428m.z   M9.49_187.0428m.z  2612   0.2972557 0.008547779  0.001
M6.69_163.0633n       M6.69_163.0633n   833   0.2972342 0.015211976  0.002
M6.23_322.0926n       M6.23_322.0926n  1729   0.2970110 0.008547779  0.001
M9.01_248.0021m.z   M9.01_248.0021m.z  3765   0.2966272 0.015211976  0.002
M4.01_380.0519n       M4.01_380.0519n  1370   0.2963182 0.008547779  0.001
M1.24_331.1911m.z   M1.24_331.1911m.z  1299   0.2961019 0.000000000  0.000
M6.32_230.1184m.z   M6.32_230.1184m.z  3685   0.2960168 0.020800218  0.003
M6.71_142.0660m.z   M6.71_142.0660m.z  3701   0.2954619 0.000000000  0.000
M11.46_253.9312n     M11.46_253.9312n   911   0.2943258 0.008547779  0.001
M5.09_231.1126m.z   M5.09_231.1126m.z  5267   0.2942846 0.020800218  0.003
M12.37_425.0802m.z M12.37_425.0802m.z   540   0.2942030 0.008547779  0.001
M7.46_245.0430m.z   M7.46_245.0430m.z  1238   0.2941518 0.015211976  0.002
M4.97_465.1415m.z   M4.97_465.1415m.z  3260   0.2941344 0.000000000  0.000
M0.97_635.2943m.z   M0.97_635.2943m.z  1622   0.2941293 0.020800218  0.003
M10.94_304.0583n     M10.94_304.0583n   156   0.2937285 0.000000000  0.000
M9.04_166.9699m.z   M9.04_166.9699m.z  2158   0.2936611 0.020800218  0.003
M8.25_481.2074m.z   M8.25_481.2074m.z  3382   0.2925917 0.000000000  0.000
M6.71_261.1109n       M6.71_261.1109n   360   0.2922886 0.008547779  0.001
M9.83_453.2845n       M9.83_453.2845n   114   0.2922373 0.008547779  0.001
M8.86_177.0403m.z   M8.86_177.0403m.z  4629   0.2921881 0.000000000  0.000
M10.87_213.1860m.z M10.87_213.1860m.z  2020   0.2919947 0.000000000  0.000
M8.15_111.0199m.z   M8.15_111.0199m.z  3214   0.2918270 0.008547779  0.001
M4.40_121.0505m.z   M4.40_121.0505m.z  3768   0.2917856 0.008547779  0.001
M6.09_318.1207n       M6.09_318.1207n   978   0.2917269 0.015211976  0.002
M6.07_318.1218n       M6.07_318.1218n  1259   0.2916064 0.020800218  0.003
M12.29_142.9481m.z M12.29_142.9481m.z   507   0.2912841 0.008547779  0.001
M9.53_276.1455m.z   M9.53_276.1455m.z  2639   0.2906699 0.015211976  0.002
M17.16_309.1289m.z M17.16_309.1289m.z  4632   0.2903456 0.000000000  0.000
M11.62_241.2172m.z M11.62_241.2172m.z   752   0.2902631 0.020800218  0.003
M4.96_264.1033m.z   M4.96_264.1033m.z  4095   0.2902093 0.008547779  0.001
M0.59_118.0498m.z   M0.59_118.0498m.z  2568   0.2900506 0.000000000  0.000
M13.67_399.1438m.z M13.67_399.1438m.z  1065   0.2896286 0.015211976  0.002
M4.91_385.1013m.z   M4.91_385.1013m.z  4367   0.2895189 0.008547779  0.001
M9.70_413.0525m.z   M9.70_413.0525m.z   387   0.2895106 0.020800218  0.003
M10.59_292.0862m.z M10.59_292.0862m.z    42   0.2891140 0.000000000  0.000
M5.85_583.2546m.z   M5.85_583.2546m.z   888   0.2887020 0.020800218  0.003
M6.33_374.0780n       M6.33_374.0780n  1672   0.2885135 0.008547779  0.001
M10.91_204.1112n     M10.91_204.1112n   267   0.2882218 0.000000000  0.000
M10.95_311.2226m.z M10.95_311.2226m.z  5265   0.2880810 0.015211976  0.002
M9.92_166.0007m.z   M9.92_166.0007m.z  2891   0.2880492 0.015211976  0.002
M13.95_288.1661m.z M13.95_288.1661m.z  4364   0.2879324 0.008547779  0.001
M5.14_193.0665m.z   M5.14_193.0665m.z  3588   0.2877276 0.008547779  0.001
M2.61_523.4364m.z   M2.61_523.4364m.z   331   0.2871669 0.000000000  0.000
M9.83_243.1964m.z   M9.83_243.1964m.z  3592   0.2867641 0.008547779  0.001
M12.27_469.3528m.z M12.27_469.3528m.z  1932   0.2866267 0.015211976  0.002
M5.51_246.1082m.z   M5.51_246.1082m.z  5321   0.2864175 0.015211976  0.002
M5.33_193.0743n       M5.33_193.0743n  2974   0.2863552 0.015211976  0.002
M3.15_446.9808m.z   M3.15_446.9808m.z  4284   0.2863163 0.015211976  0.002
M0.62_146.0691n       M0.62_146.0691n  1150   0.2862965 0.008547779  0.001
M7.61_635.2949m.z   M7.61_635.2949m.z  1199   0.2861476 0.026028689  0.004
M6.31_304.1264n       M6.31_304.1264n  2083   0.2859423 0.030830097  0.005
M10.19_354.2163n     M10.19_354.2163n  2556   0.2846615 0.020800218  0.003
M1.48_137.0355m.z   M1.48_137.0355m.z  3484   0.2844398 0.020800218  0.003
M6.70_159.0684n       M6.70_159.0684n  3339   0.2842983 0.015211976  0.002
M1.26_139.0388m.z   M1.26_139.0388m.z  3103   0.2841145 0.020800218  0.003
M4.02_392.0814n       M4.02_392.0814n   724   0.2840864 0.008547779  0.001
M9.64_442.1665n       M9.64_442.1665n  2003   0.2840225 0.008547779  0.001
M10.86_524.2777m.z M10.86_524.2777m.z   442   0.2834923 0.020800218  0.003
M11.76_314.2817n     M11.76_314.2817n   831   0.2830563 0.020800218  0.003
M9.58_295.1910m.z   M9.58_295.1910m.z  3793   0.2828263 0.026028689  0.004
M5.92_357.1951m.z   M5.92_357.1951m.z  2574   0.2827212 0.035316033  0.006
M3.34_195.0522m.z   M3.34_195.0522m.z  4073   0.2826512 0.020800218  0.003
M10.55_122.0246m.z M10.55_122.0246m.z  4140   0.2823759 0.008547779  0.001
M8.20_104.0109n       M8.20_104.0109n   413   0.2823200 0.000000000  0.000
M7.19_388.1498n       M7.19_388.1498n  1887   0.2821776 0.026028689  0.004
M6.08_289.0718m.z   M6.08_289.0718m.z   987   0.2821125 0.015211976  0.002
M10.93_519.3316n     M10.93_519.3316n    23   0.2809722 0.015211976  0.002
M1.13_240.0782n       M1.13_240.0782n   219   0.2806708 0.008547779  0.001
M2.27_140.0836n       M2.27_140.0836n  4666   0.2805147 0.015211976  0.002
M9.57_326.0698n       M9.57_326.0698n  1270   0.2803963 0.020800218  0.003
M10.03_222.1260n     M10.03_222.1260n  4685   0.2802777 0.026028689  0.004
M6.19_127.0764m.z   M6.19_127.0764m.z  5780   0.2801190 0.008547779  0.001
M7.13_240.1365n       M7.13_240.1365n  1989   0.2800808 0.020800218  0.003
M10.91_274.0802n     M10.91_274.0802n   116   0.2799895 0.008547779  0.001
M6.07_340.1031n       M6.07_340.1031n  2163   0.2798113 0.030830097  0.005
M5.20_365.1068m.z   M5.20_365.1068m.z  2367   0.2794350 0.020800218  0.003
M9.51_203.0283m.z   M9.51_203.0283m.z  2771   0.2792546 0.008547779  0.001
M1.11_329.1755m.z   M1.11_329.1755m.z  2797   0.2790810 0.015211976  0.002
M3.37_187.0975m.z   M3.37_187.0975m.z  4639   0.2787347 0.015211976  0.002
M15.81_302.1600m.z M15.81_302.1600m.z  5764   0.2785277 0.000000000  0.000
M10.40_283.1103m.z M10.40_283.1103m.z   714   0.2782176 0.026028689  0.004
M6.43_323.0689n       M6.43_323.0689n  1706   0.2780749 0.008547779  0.001
M9.78_74.0247m.z     M9.78_74.0247m.z  1351   0.2779941 0.000000000  0.000
M12.21_239.0162m.z M12.21_239.0162m.z   242   0.2779103 0.020800218  0.003
M5.82_478.2934m.z   M5.82_478.2934m.z  1246   0.2778248 0.026028689  0.004
M1.86_397.1685m.z   M1.86_397.1685m.z  1030   0.2772613 0.008547779  0.001
M1.66_193.0664m.z   M1.66_193.0664m.z  1034   0.2764916 0.015211976  0.002
M7.91_118.9804m.z   M7.91_118.9804m.z  2528   0.2756847 0.026028689  0.004
M9.49_269.0800m.z   M9.49_269.0800m.z   785   0.2755835 0.008547779  0.001
M11.07_375.1939m.z M11.07_375.1939m.z  3483   0.2755412 0.015211976  0.002
M7.93_280.9787m.z   M7.93_280.9787m.z  1314   0.2755393 0.008547779  0.001
M13.50_227.0635m.z M13.50_227.0635m.z  5811   0.2755055 0.008547779  0.001
M6.27_133.0506m.z   M6.27_133.0506m.z  4096   0.2754090 0.008547779  0.001
M15.27_175.1430m.z M15.27_175.1430m.z  5239   0.2753767 0.020800218  0.003
M1.39_195.0808m.z   M1.39_195.0808m.z  5794   0.2753743 0.020800218  0.003
M7.92_281.1373m.z   M7.92_281.1373m.z  3314   0.2753489 0.030830097  0.005
M6.52_290.1594m.z   M6.52_290.1594m.z  4401   0.2751793 0.015211976  0.002
M10.59_370.0674n     M10.59_370.0674n   247   0.2747142 0.008547779  0.001
M5.83_380.1429m.z   M5.83_380.1429m.z  3628   0.2746825 0.008547779  0.001
M5.32_225.0996n       M5.32_225.0996n  1731   0.2743871 0.015211976  0.002
M2.16_126.0560m.z   M2.16_126.0560m.z  6063   0.2730027 0.020800218  0.003
M5.32_224.0926m.z   M5.32_224.0926m.z  2923   0.2727673 0.020800218  0.003
M4.96_384.1462m.z   M4.96_384.1462m.z  2950   0.2725524 0.015211976  0.002
M9.80_411.2023m.z   M9.80_411.2023m.z  2739   0.2722195 0.008547779  0.001
M6.94_274.1545m.z   M6.94_274.1545m.z  2641   0.2721501 0.008547779  0.001
M9.02_221.0106m.z   M9.02_221.0106m.z  2979   0.2721465 0.015211976  0.002
M0.61_181.0718m.z   M0.61_181.0718m.z  5886   0.2718115 0.008547779  0.001
M7.29_125.0970m.z   M7.29_125.0970m.z  6065   0.2717392 0.020800218  0.003
M5.33_306.0957m.z   M5.33_306.0957m.z  4122   0.2712664 0.030830097  0.005
M12.17_130.0509m.z M12.17_130.0509m.z  4731   0.2711029 0.008547779  0.001
M7.68_187.1339m.z   M7.68_187.1339m.z  4873   0.2711014 0.015211976  0.002
M4.41_216.0342m.z   M4.41_216.0342m.z  4414   0.2708803 0.020800218  0.003
M7.14_241.1444m.z   M7.14_241.1444m.z  3255   0.2706464 0.015211976  0.002
M1.51_219.1338m.z   M1.51_219.1338m.z  3187   0.2701875 0.030830097  0.005
M4.69_312.1008n       M4.69_312.1008n  1997   0.2698616 0.015211976  0.002
M11.30_501.2824n     M11.30_501.2824n  1248   0.2697223 0.026028689  0.004
M4.95_165.0555m.z   M4.95_165.0555m.z  5083   0.2696681 0.020800218  0.003
M8.07_210.1021n       M8.07_210.1021n  4276   0.2696425 0.008547779  0.001
M13.89_302.1605m.z M13.89_302.1605m.z  5467   0.2689695 0.015211976  0.002
M6.71_203.0824m.z   M6.71_203.0824m.z   362   0.2689235 0.030830097  0.005
M2.04_579.5000m.z   M2.04_579.5000m.z   258   0.2688674 0.020800218  0.003
M10.91_370.0674n     M10.91_370.0674n    83   0.2687532 0.000000000  0.000
M1.53_163.0632n       M1.53_163.0632n   408   0.2686283 0.020800218  0.003
M5.33_302.1019m.z   M5.33_302.1019m.z  1990   0.2681185 0.015211976  0.002
M5.96_504.3092m.z   M5.96_504.3092m.z   660   0.2678370 0.030830097  0.005
M10.82_258.1830n     M10.82_258.1830n  4971   0.2677785 0.015211976  0.002
M2.68_401.2066m.z   M2.68_401.2066m.z  1276   0.2676476 0.026028689  0.004
M9.82_313.2384m.z   M9.82_313.2384m.z  1662   0.2676473 0.015211976  0.002
M6.32_201.1132m.z   M6.32_201.1132m.z  5406   0.2674252 0.030830097  0.005
M6.71_116.0504m.z   M6.71_116.0504m.z  2756   0.2674054 0.015211976  0.002
M11.30_479.3001n     M11.30_479.3001n   563   0.2673786 0.030830097  0.005
M1.51_356.0308m.z   M1.51_356.0308m.z  2564   0.2672676 0.030830097  0.005
M9.96_283.1086m.z   M9.96_283.1086m.z  1543   0.2672423 0.020800218  0.003
M8.66_277.1156n       M8.66_277.1156n  5576   0.2671345 0.015211976  0.002
M0.63_117.0192m.z   M0.63_117.0192m.z  2287   0.2665948 0.026028689  0.004
M7.15_302.0431n       M7.15_302.0431n  4229   0.2664526 0.020800218  0.003
M5.73_345.1659m.z   M5.73_345.1659m.z  4696   0.2663871 0.020800218  0.003
M4.96_382.1452n       M4.96_382.1452n    86   0.2659942 0.026028689  0.004
M1.29_166.0722m.z   M1.29_166.0722m.z  2321   0.2658089 0.039517333  0.007
M10.53_147.0297m.z M10.53_147.0297m.z   959   0.2656841 0.015211976  0.002
M4.25_128.0101m.z   M4.25_128.0101m.z   704   0.2652992 0.020800218  0.003
M7.77_217.0826m.z   M7.77_217.0826m.z  4983   0.2652009 0.020800218  0.003
M5.31_130.0661m.z   M5.31_130.0661m.z  5838   0.2651971 0.039517333  0.007
M5.98_243.0619m.z   M5.98_243.0619m.z   316   0.2650649 0.015211976  0.002
M5.33_328.0776m.z   M5.33_328.0776m.z  4134   0.2648877 0.020800218  0.003
M11.98_393.3005m.z M11.98_393.3005m.z  1242   0.2644791 0.015211976  0.002
M2.94_165.0424n       M2.94_165.0424n  2457   0.2642449 0.030830097  0.005
M2.49_128.0352m.z   M2.49_128.0352m.z  4434   0.2642109 0.030830097  0.005
M10.13_275.0382m.z M10.13_275.0382m.z  3675   0.2642070 0.020800218  0.003
M6.39_163.0763m.z   M6.39_163.0763m.z  5790   0.2641732 0.035316033  0.006
M0.59_253.0530n       M0.59_253.0530n  2114   0.2641489 0.026028689  0.004
M9.88_285.0934m.z   M9.88_285.0934m.z   602   0.2637414 0.026028689  0.004
M5.34_301.1179m.z   M5.34_301.1179m.z  1581   0.2634452 0.015211976  0.002
M6.25_357.0747m.z   M6.25_357.0747m.z  2791   0.2634192 0.020800218  0.003
M6.09_302.1015m.z   M6.09_302.1015m.z  2006   0.2632733 0.026028689  0.004
M5.81_333.1212m.z   M5.81_333.1212m.z  4831   0.2629215 0.020800218  0.003
M1.53_157.0761m.z   M1.53_157.0761m.z  2605   0.2628537 0.015211976  0.002
M12.44_203.0671m.z M12.44_203.0671m.z  5377   0.2627404 0.026028689  0.004
M4.69_298.0851n       M4.69_298.0851n   685   0.2626820 0.020800218  0.003
M5.39_213.1085m.z   M5.39_213.1085m.z  1659   0.2625840 0.015211976  0.002
M13.58_446.3385n     M13.58_446.3385n   259   0.2625611 0.039517333  0.007
M12.19_120.0123m.z M12.19_120.0123m.z  1167   0.2622978 0.035316033  0.006
M8.89_397.1155m.z   M8.89_397.1155m.z  4384   0.2621775 0.026028689  0.004
M7.02_281.0413m.z   M7.02_281.0413m.z  2280   0.2621247 0.030830097  0.005
M11.23_233.0771m.z M11.23_233.0771m.z  2567   0.2619849 0.015211976  0.002
M2.43_281.1392m.z   M2.43_281.1392m.z  4306   0.2614272 0.035316033  0.006
M2.51_281.1391m.z   M2.51_281.1391m.z  4651   0.2611822 0.020800218  0.003
M12.08_86.0247m.z   M12.08_86.0247m.z  4747   0.2609514 0.026028689  0.004
M2.57_337.1170m.z   M2.57_337.1170m.z  5882   0.2609381 0.020800218  0.003
M1.41_181.0969m.z   M1.41_181.0969m.z  4006   0.2608971 0.035316033  0.006
M5.89_530.3215m.z   M5.89_530.3215m.z  4089   0.2608843 0.015211976  0.002
M9.85_317.2120m.z   M9.85_317.2120m.z  4981   0.2605506 0.015211976  0.002
M9.70_473.0734m.z   M9.70_473.0734m.z   164   0.2604328 0.039517333  0.007
M6.43_351.0758n       M6.43_351.0758n  3223   0.2603454 0.015211976  0.002
M6.07_136.0767m.z   M6.07_136.0767m.z  4796   0.2603077 0.043612017  0.008
M6.09_374.0779n       M6.09_374.0779n  2354   0.2602397 0.035316033  0.006
M11.89_267.1211m.z M11.89_267.1211m.z  1977   0.2602328 0.026028689  0.004
M0.97_283.1100m.z   M0.97_283.1100m.z   580   0.2601572 0.035316033  0.006
M4.00_358.0700n       M4.00_358.0700n   941   0.2600335 0.030830097  0.005
M11.88_655.4213m.z M11.88_655.4213m.z   308   0.2599793 0.026028689  0.004
M12.38_244.1111m.z M12.38_244.1111m.z  6135   0.2594456 0.030830097  0.005
M0.52_138.0680n       M0.52_138.0680n  4023   0.2593736 0.054493760  0.011
M1.94_453.3943m.z   M1.94_453.3943m.z  4825   0.2592951 0.026028689  0.004
M1.51_308.0747n       M1.51_308.0747n  1840   0.2591522 0.020800218  0.003
M9.07_297.0541m.z   M9.07_297.0541m.z  3972   0.2586810 0.030830097  0.005
M6.26_189.0790n       M6.26_189.0790n  3794   0.2585896 0.043612017  0.008
M9.83_285.1732m.z   M9.83_285.1732m.z  2499   0.2579883 0.026028689  0.004
M10.91_293.0939n     M10.91_293.0939n    15   0.2579778 0.030830097  0.005
M7.37_279.0982m.z   M7.37_279.0982m.z  1407   0.2576736 0.050726837  0.010
M2.66_222.0929m.z   M2.66_222.0929m.z  5251   0.2576152 0.061614179  0.013
M6.32_299.1034m.z   M6.32_299.1034m.z  4131   0.2575328 0.039517333  0.007
M7.87_119.0348m.z   M7.87_119.0348m.z   840   0.2573636 0.035316033  0.006
M10.59_155.0695n     M10.59_155.0695n   797   0.2571975 0.030830097  0.005
M5.39_203.0813m.z   M5.39_203.0813m.z  1632   0.2571444 0.026028689  0.004
M12.27_156.1019m.z M12.27_156.1019m.z  4039   0.2570898 0.030830097  0.005
M7.63_299.1571m.z   M7.63_299.1571m.z  4715   0.2569424 0.020800218  0.003
M7.12_206.0947n       M7.12_206.0947n  5351   0.2567488 0.030830097  0.005
M1.18_290.1084m.z   M1.18_290.1084m.z   824   0.2566449 0.030830097  0.005
M4.72_164.0352m.z   M4.72_164.0352m.z  5802   0.2562179 0.043612017  0.008
M10.41_365.1131m.z M10.41_365.1131m.z  3866   0.2560341 0.039517333  0.007
M7.17_283.1184m.z   M7.17_283.1184m.z  3368   0.2558889 0.020800218  0.003
M5.58_322.1238n       M5.58_322.1238n   150   0.2556849 0.039517333  0.007
M12.22_241.0121m.z M12.22_241.0121m.z  1131   0.2556470 0.026028689  0.004
M4.28_210.0771m.z   M4.28_210.0771m.z  4889   0.2555865 0.035316033  0.006
M1.58_124.0403m.z   M1.58_124.0403m.z  5296   0.2552711 0.039517333  0.007
M17.96_309.1289m.z M17.96_309.1289m.z  5361   0.2547716 0.030830097  0.005
M4.66_136.0403m.z   M4.66_136.0403m.z  2431   0.2547001 0.043612017  0.008
M1.51_203.0825m.z   M1.51_203.0825m.z   273   0.2546504 0.026028689  0.004
M11.25_150.0162n     M11.25_150.0162n  1157   0.2544883 0.047199835  0.009
M5.96_578.3460m.z   M5.96_578.3460m.z   153   0.2543412 0.035316033  0.006
M11.90_132.0301m.z M11.90_132.0301m.z   710   0.2541537 0.026028689  0.004
M4.97_365.0811m.z   M4.97_365.0811m.z  3342   0.2537499 0.026028689  0.004
M15.38_184.0731m.z M15.38_184.0731m.z  1653   0.2536988 0.035316033  0.006
M5.21_239.0671m.z   M5.21_239.0671m.z  6058   0.2535974 0.043612017  0.008
M14.16_227.0635m.z M14.16_227.0635m.z  5524   0.2534239 0.039517333  0.007
M11.89_656.4275n     M11.89_656.4275n   495   0.2534206 0.020800218  0.003
M16.92_308.1216n     M16.92_308.1216n  4584   0.2532558 0.020800218  0.003
M6.21_134.0902m.z   M6.21_134.0902m.z  2017   0.2529774 0.026028689  0.004
M4.84_93.0345m.z     M4.84_93.0345m.z  6319   0.2529156 0.054493760  0.011
M10.41_285.1240m.z M10.41_285.1240m.z  3159   0.2529063 0.039517333  0.007
M9.87_262.0773m.z   M9.87_262.0773m.z   570   0.2523180 0.030830097  0.005
M8.53_300.0393m.z   M8.53_300.0393m.z  1511   0.2522868 0.020800218  0.003
M1.42_415.2223m.z   M1.42_415.2223m.z   170   0.2520460 0.035316033  0.006
M6.70_304.1602m.z   M6.70_304.1602m.z  4165   0.2516031 0.030830097  0.005
M10.55_188.0800n     M10.55_188.0800n  2473   0.2515347 0.050726837  0.010
M4.96_398.1085n       M4.96_398.1085n  1252   0.2514384 0.043612017  0.008
M4.96_227.0663m.z   M4.96_227.0663m.z  1198   0.2514008 0.035316033  0.006
M9.71_201.0439m.z   M9.71_201.0439m.z  1708   0.2511901 0.030830097  0.005
M5.03_196.0423m.z   M5.03_196.0423m.z  4435   0.2509507 0.020800218  0.003
M2.76_323.2225m.z   M2.76_323.2225m.z  2766   0.2508153 0.035316033  0.006
M8.10_123.0552m.z   M8.10_123.0552m.z  3657   0.2507141 0.047199835  0.009
M0.67_224.9796m.z   M0.67_224.9796m.z  2774   0.2506251 0.039517333  0.007
M4.96_427.1431m.z   M4.96_427.1431m.z  3910   0.2504395 0.039517333  0.007
M7.90_130.0270n       M7.90_130.0270n   692   0.2503408 0.047199835  0.009
M10.75_524.2777m.z M10.75_524.2777m.z  1465   0.2502732 0.039517333  0.007
M6.03_217.1430m.z   M6.03_217.1430m.z  3107   0.2501189 0.039517333  0.007
M10.63_259.0936m.z M10.63_259.0936m.z  4506   0.2500614 0.020800218  0.003
M6.87_195.1387m.z   M6.87_195.1387m.z  3583   0.2500212 0.043612017  0.008
M10.92_313.2383m.z M10.92_313.2383m.z  1282   0.2499858 0.039517333  0.007
M10.21_315.2538m.z M10.21_315.2538m.z  1838   0.2497817 0.030830097  0.005
M6.69_144.0808m.z   M6.69_144.0808m.z  1620   0.2496315 0.030830097  0.005
M6.69_187.0631n       M6.69_187.0631n   148   0.2495083 0.030830097  0.005
M4.26_211.0842n       M4.26_211.0842n  2428   0.2493485 0.039517333  0.007
M5.80_581.2404m.z   M5.80_581.2404m.z  1967   0.2492976 0.035316033  0.006
M8.62_146.0149n       M8.62_146.0149n  3746   0.2491811 0.030830097  0.005
M10.91_247.0932m.z M10.91_247.0932m.z   113   0.2489908 0.026028689  0.004
M0.55_146.1174m.z   M0.55_146.1174m.z  5263   0.2489438 0.020800218  0.003
M2.88_268.1037m.z   M2.88_268.1037m.z  2168   0.2489132 0.015211976  0.002
M10.55_452.0020n     M10.55_452.0020n  2358   0.2488053 0.026028689  0.004
M4.96_216.0899m.z   M4.96_216.0899m.z  3179   0.2488033 0.035316033  0.006
M5.07_211.1116n       M5.07_211.1116n  3542   0.2486000 0.026028689  0.004
M10.54_203.0672m.z M10.54_203.0672m.z  2725   0.2485925 0.050726837  0.010
M5.33_255.1136m.z   M5.33_255.1136m.z  4067   0.2485675 0.047199835  0.009
M4.96_503.1746m.z   M4.96_503.1746m.z  2682   0.2482895 0.039517333  0.007
M1.09_310.1197n       M1.09_310.1197n  2688   0.2481714 0.058132723  0.012
M5.47_145.0869m.z   M5.47_145.0869m.z  3482   0.2480310 0.050726837  0.010
M11.56_407.2804m.z M11.56_407.2804m.z  3496   0.2475457 0.000000000  0.000
M13.56_445.3319m.z M13.56_445.3319m.z   253   0.2474841 0.035316033  0.006
M6.07_138.0560m.z   M6.07_138.0560m.z  5877   0.2474758 0.008547779  0.001
M4.61_485.1490m.z   M4.61_485.1490m.z   596   0.2472927 0.030830097  0.005
M10.92_405.2651m.z M10.92_405.2651m.z  3391   0.2471081 0.050726837  0.010
M11.92_203.0672m.z M11.92_203.0672m.z  2050   0.2470330 0.043612017  0.008
M7.46_133.0505m.z   M7.46_133.0505m.z  3468   0.2469947 0.054493760  0.011
M5.30_174.0559m.z   M5.30_174.0559m.z  4092   0.2469765 0.020800218  0.003
M11.34_187.1338m.z M11.34_187.1338m.z  5041   0.2468448 0.026028689  0.004
M5.72_524.2778m.z   M5.72_524.2778m.z  1046   0.2466375 0.030830097  0.005
M6.09_283.1070m.z   M6.09_283.1070m.z  2900   0.2465965 0.047199835  0.009
M4.19_138.0852m.z   M4.19_138.0852m.z  2708   0.2464941 0.020800218  0.003
M2.22_291.2315m.z   M2.22_291.2315m.z  1181   0.2463851 0.008547779  0.001
M3.57_196.0106m.z   M3.57_196.0106m.z  3587   0.2462850 0.039517333  0.007
M7.08_237.1131m.z   M7.08_237.1131m.z  5214   0.2462034 0.054493760  0.011
M10.43_529.1369m.z M10.43_529.1369m.z  2320   0.2461924 0.054493760  0.011
M4.60_178.9880m.z   M4.60_178.9880m.z  5647   0.2460276 0.030830097  0.005
M10.88_525.2846n     M10.88_525.2846n   358   0.2456790 0.035316033  0.006
M6.29_193.0505m.z   M6.29_193.0505m.z  4999   0.2455220 0.054493760  0.011
M9.74_448.0150m.z   M9.74_448.0150m.z   317   0.2454716 0.039517333  0.007
M5.89_519.3326n       M5.89_519.3326n   109   0.2453656 0.026028689  0.004
M6.71_238.0953m.z   M6.71_238.0953m.z  3085   0.2453530 0.035316033  0.006
M0.96_378.2043n       M0.96_378.2043n   552   0.2453025 0.026028689  0.004
M6.62_232.0282m.z   M6.62_232.0282m.z  1387   0.2452233 0.030830097  0.005
M6.28_213.1133m.z   M6.28_213.1133m.z  4640   0.2448671 0.047199835  0.009
M8.92_387.8203n       M8.92_387.8203n  5364   0.2446576 0.047199835  0.009
M1.34_145.0760m.z   M1.34_145.0760m.z  5825   0.2446412 0.047199835  0.009
M7.42_184.0845n       M7.42_184.0845n  2879   0.2446049 0.030830097  0.005
M12.29_291.1183m.z M12.29_291.1183m.z  6071   0.2443037 0.047199835  0.009
M10.72_203.0673m.z M10.72_203.0673m.z  2775   0.2441043 0.035316033  0.006
M10.04_83.0250m.z   M10.04_83.0250m.z  2553   0.2440691 0.047199835  0.009
M10.92_334.0468n     M10.92_334.0468n   157   0.2436964 0.035316033  0.006
M10.55_174.0643n     M10.55_174.0643n  3940   0.2436309 0.043612017  0.008
