307.11858	positive	0.500718
302.23174	positive	0.4722684
159.1025	positive	0.4707257
211.17034	positive	0.46347
279.06544	positive	0.4592145
281.17323	positive	0.4585767
521.16496	positive	0.4520199
120.99638	positive	0.4509108
159.1025	positive	0.4502821
349.21087	positive	0.4492268
303.2326549	positive	0.4489279
172.09787	positive	0.4475194
439.16208	positive	0.4471376
330.26351	positive	0.4454371
199.1702623	positive	0.4453572
415.20776	positive	0.4424679
603.16813	positive	0.4392926
232.02578	positive	0.4391989
199.17026	positive	0.4332625
443.16357	positive	0.4312891
609.18514	positive	0.4289007
150.0228233	positive	0.4284063
545.2041	positive	0.4263608
113.06077	positive	0.4234762
443.16325	positive	0.4218486
305.24815	positive	0.413279
197.15462	positive	0.4127576
716.55727	positive	0.412392
305.2483649	positive	0.4119855
277.14242	positive	0.4117428
329.2484333	positive	0.4098546
319.22928	positive	0.4074278
293.24827	positive	0.4041419
269.14886	positive	0.4032992
195.13897	positive	0.4029285
151.02618	positive	0.4007449
169.12333	positive	0.3988241
170.08217	positive	0.3982327
197.15462	positive	0.3974523
239.16514	positive	0.3943277
329.2484604	positive	0.3923627
265.21702	positive	0.386844
152.037581	positive	0.3848877
409.15393	positive	0.382797
329.24816	positive	0.3825008
223.17024	positive	0.3823369
239.16516	positive	0.3820396
113.09717	positive	0.3781712
331.2640902	positive	0.3775671
307.26156	positive	0.3761708
305.1734	positive	0.3749246
198.11344	positive	0.3734002
279.10936	positive	0.3724775
431.16824	positive	0.3721297
327.2327355	positive	0.3710899
752.51961	positive	0.3685928
330.26296	positive	0.3641339
379.17121	positive	0.3623176
139.02218	positive	0.3615506
88.03922	positive	0.3605148
249.18592	positive	0.3600276
331.2637	positive	0.3596906
299.19499	positive	0.3586428
375.18095	positive	0.3569342
331.2623	positive	0.3552855
239.16506	positive	0.3551234
251.20159	positive	0.354948
277.2170493	positive	0.3525812
336.06754	positive	0.3523809
225.18591	positive	0.3514357
197.15457	positive	0.3512899
309.27975	positive	0.3506365
307.18879	positive	0.350469
615.40589	positive	0.349209
213.14963	positive	0.3489783
241.18082	positive	0.3488682
425.19629	positive	0.348438
85.02844	positive	0.3481782
381.19791	positive	0.347759
215.1651867	positive	0.3464273
302.23218	positive	0.3456471
577.42372	positive	0.3454971
457.18393	positive	0.3453159
796.5251989	positive	0.3450203
327.23251	positive	0.3445538
295.16409	positive	0.344229
409.23558	positive	0.3436099
344.2786389	positive	0.3435024
197.15453	positive	0.3426121
848.55568	positive	0.3423102
279.2325424	positive	0.3422778
257.24719	positive	0.3417855
363.25137	positive	0.3414
253.2171327	positive	0.3401606
239.2017	positive	0.3399733
241.11686	positive	0.3394124
287.15888	positive	0.3383244
225.1858133	positive	0.3378474
314.2317	positive	0.3370014
239.16515	positive	0.3365653
862.62371	positive	0.3365569
341.17811	positive	0.3363731
255.15978	positive	0.3361361
517.20933	positive	0.3356458
321.24334	positive	0.3355885
647.51202	positive	0.3351202
307.18877	positive	0.3349919
223.17015	positive	0.3338246
355.12539	positive	0.3321197
309.20461	positive	0.3316756
885.546	positive	0.3315759
361.23574	positive	0.3313626
885.55163	positive	0.3269471
551.18894	positive	0.3269084
327.18382	positive	0.3268792
455.21322	positive	0.3267512
314.23166	positive	0.3265707
307.2641216	positive	0.3265013
227.2014996	positive	0.3262724
233.01226	positive	0.326126
265.18063	positive	0.3256528
243.13473	positive	0.3249172
549.19624	positive	0.3246061
178.05306	positive	0.3235954
493.2089	positive	0.3219418
203.08133	positive	0.3215432
285.27832	positive	0.3211025
125.09701	positive	0.32089
389.26681	positive	0.3207458
706.5353	positive	0.3205929
339.22006	positive	0.3195894
307.1888	positive	0.3194428
317.20759	positive	0.3177134
860.61408	positive	0.3172353
307.26395	positive	0.3170707
169.12329	positive	0.3163696
818.568	positive	0.3161445
331.26392	positive	0.3159921
367.28443	positive	0.3159484
585.4860188	positive	0.3146815
288.216146	positive	0.3143685
312.21597	positive	0.3142994
641.18815	positive	0.3139535
253.21703	positive	0.3136817
198.11342	positive	0.3136781
761.65236	positive	0.313076
187.1338707	positive	0.312873
225.1859049	positive	0.3124916
88.03933	positive	0.312147
301.11758	positive	0.3112591
828.55178	positive	0.3110095
804.55131	positive	0.3108524
307.26389	positive	0.3101639
307.26368	positive	0.3078125
281.2482241	positive	0.3074558
746.60654	positive	0.3074159
802.5357	positive	0.3071385
247.16982	positive	0.3071228
375.11913	positive	0.3067986
635.38029	positive	0.3064113
119.01604	positive	0.3063407
342.26304	positive	0.306309
713.50969	positive	0.3054432
301.11801	positive	0.3053873
267.16	positive	0.3053715
215.16499	positive	0.3053276
260.184899	positive	0.3046888
528.17719	positive	0.3046603
742.574291	positive	0.3043008
796.58523	positive	0.3040039
574.20398	positive	0.3037461
259.0278	positive	0.3035654
313.11971	positive	0.3034649
742.54008	positive	0.3032614
702.54225	positive	0.303109
419.06567	positive	0.3031069
279.2325579	positive	0.3031004
323.18586	positive	0.3029426
512.50322	positive	0.3029123
NA	positive	0.3022707
529.42394	positive	0.3020436
293.21208	positive	0.301722
316.2474751	positive	0.3017026
360.00755	positive	0.3013993
199.1701253	positive	0.3011297
786.60025	positive	0.3008966
344.2791918	positive	0.3008707
804.55141	positive	0.3008623
437.18534	positive	0.3006332
313.11965	positive	0.3006113
329.23269	positive	0.3005367
861.55164	positive	0.300478
726.54273	positive	0.3003136
243.1964	positive	0.3002461
337.11499	positive	0.3000991
786.60037	positive	0.2998587
267.19646	positive	0.2994855
327.22647	positive	0.2992857
519.22447	positive	0.299279
700.52642	positive	0.2990043
816.588644	positive	0.2987013
781.05298	positive	0.2986799
151.0259678	positive	0.2976593
769.23612	positive	0.2972231
175.02459	positive	0.2967697
265.2521	positive	0.2963486
830.56813	positive	0.295967
99.04507	positive	0.2957939
150.0559	positive	0.2956892
368.27881	positive	0.2951885
225.18591	positive	0.2949913
