	T1	T2	T3	T4	T5	T6
time	T1	T2	T3	T4	T5	T6
NDUFC1	4.17264495541688	3.61219400106184	4.30742503735023	4.55403748368439	3.87145843806222	5.25199973662515
TBC1D9	1.85190001735141	1.38467479787479	1.56408180016998	1.57866350242331	1.16434056950636	2.87681875268199
ZNF330	2.69816074073719	2.54815461950353	2.63199140377783	3.17680846531231	1.65846849619746	2.87796253097573
INPP4B	3.83765419565716	4.17900507018034	3.76460827886903	4.46483806217885	4.35789137189976	5.82528011127679
KLHL2	1.60646208131424	1.20775838896761	1.04699316523145	0.626499034816586	0.868894290483536	0.431140410779756
RPL34	10.4960920277165	10.0985353302613	10.5238165416032	10.71326901796	10.8898919284025	10.9437674556404
GRPEL1	4.89239743724668	4.2098794863422	4.51202448691375	4.21179402960079	4.68395316992736	4.42802483590469
GAR1	2.28262345058616	1.96884450551905	2.22628567633109	1.71270367068339	2.94434845255432	1.70632573346427
FRG1	5.61297862649996	5.49126232781964	5.71492127748228	5.8372554464397	5.42813161003339	6.15902610710396
CLCN3	3.78469058599548	3.54598327113491	3.90424008090506	3.24679527426063	3.19292723747363	4.66920797290088
GALNT7	1.33843975599843	1.72247574590732	1.42827689909992	2.44583837942708	0.692114710452177	2.79314753661932
DHX15	4.18552651259035	4.37072373215624	3.97190114981677	4.55826366086757	5.16010547936262	4.97962782225026
FBXW7	6.67941562619359	6.71018445571139	6.68910077136285	6.56390319010396	6.44230811011699	7.00984049692308
NSD2	2.50176846460562	3.03892930244292	2.37042121390836	2.65668528170354	3.26686614864759	1.71917681372073
STIM2	5.2987775204785	5.31388444305944	5.0585005370379	5.53313152712945	5.20753132841008	5.71791511108215
MFSD10	4.08069215138531	3.59471624573299	3.68057203913992	3.82880853754994	4.50461414590291	3.5250541114619
BST1	4.7494463763703	3.75500579844002	4.71377690278341	4.47400374701862	3.47137787658984	4.84852219665188
RAPGEF2	1.96315245212669	2.63193123624084	2.58019079898692	1.76277010551982	1.97231396392037	2.10410673896393
LRP2BP	1.16214312754996	1.12548098015266	0.9997748868481	1.18277715265905	1.42672940075398	2.26088005055727
UFSP2	2.33892330952068	2.24446316481488	2.37460129986992	3.64941501469388	1.63238395155241	1.88981126562243
KLF3	6.93762198765625	6.67983457510655	7.03337591697533	6.57542376692865	6.86983259009278	7.06196677355092
KLHL5	3.24325916046596	3.02778556258332	2.57856348449765	2.64975985836285	2.95042513114171	4.45188413902376
UGDH	1.50841558035343	0.83122774559863	1.45450159971548	1.56503380058548	0.680284594160399	2.1052656140842
HTATIP2	3.50306546155791	2.79876774895446	3.50386889636871	2.83089111375314	3.3929452058424	4.08735313350807
CTSC	5.16083124354911	4.76219766940552	5.11058212952302	5.24297385726631	4.07291134298571	5.29240418055545
ZBTB16	1.57822986343102	2.57148821926071	2.19288377228998	2.69371918929933	2.70107826701315	2.1155119774099
ELP4	1.79675070557372	1.43564954559421	1.05496175513426	1.77749835223756	1.22700417590235	2.94945770571067
ZPR1	2.96889667650826	2.80762878360675	3.18175027610269	2.5991097261219	2.70563013755993	3.79070269989976
MTCH2	4.10057733279064	3.3769036941929	4.07017997562609	4.42152721584068	4.13602436001486	5.25155346361161
FNBP4	5.81033956386879	6.07854675329077	5.5660799054125	5.76909612888017	6.19467615487318	5.54781066002866
SC5D	1.74073012021199	1.6420744150066	1.8976641273948	1.80026362804945	1.44031692456735	2.65967651518002
CRTAM	1.96101421174482	2.23605940210739	2.00994344238152	0.948539186631607	1.88867032170287	0.630707861664176
HSPA8	6.46365090251726	5.73621274058808	6.10001952979695	6.21654345165763	6.27869563264606	7.25244717702332
DNAJC4	3.65410792970628	3.36015704146931	3.43637905320042	2.16684365185104	2.78675132803066	3.90900181756633
LPXN	4.32120838729596	3.48314656637578	3.87753311047835	4.08140248429481	2.58959197187484	5.55620677216144
ATG2A	2.98928425706591	3.2187336393183	2.72621726616278	1.94159825432271	2.70827421400897	2.80461474551263
EHD1	6.2508289825464	5.53741105310279	6.19968034654369	6.1915186859866	5.73786203700428	7.00492513172022
OSBP	3.77329933753564	4.21352072181637	3.20400811762907	4.29278476875298	4.4256061764151	5.00463464231046
UNC93B1	4.19035069672755	3.19080009627095	3.41800160906995	3.69376696894477	3.00671777700328	4.11163665531063
PUS3	2.26888159168647	1.77099517719255	1.8701652720217	2.12922079906622	2.52044401406134	3.48236292430683
DCPS	1.78831664379207	1.28973528539859	1.89449086620449	2.16800094547351	0.97395988318011	0
KMT5B	4.21843474911075	3.9079967962733	3.68655524245005	4.85057260909871	4.15620650041363	5.59202936133443
FOXRED1	1.15502942464851	1.15389304834767	1.20737220852054	1.56654038948626	0.79412245352567	2.10809761951929
PPP6R3	4.6167095030063	4.4572986576488	4.66670549733139	4.27469899324662	4.62533923582131	4.95420095357226
MS4A6A	7.20337616744022	6.01118772022237	6.8805178085219	6.60691988541056	5.89079784975973	7.26057758433662
MS4A4A	1.89892678198127	1.48521457339487	1.5211147452688	0.870707124799841	1.07638592879623	2.49456239750267
ST3GAL4	1.37208844031687	1.06869879520471	1.34517194102055	1.21725061592099	0.749291259783085	2.24440226395577
CPT1A	4.56256575450205	4.51502723393741	4.3237023355656	5.01288069154167	4.88496899830855	5.10620117063196
CCDC86	1.50212687215901	1.26068761904652	1.37880627266922	1.33151128231856	0.473232744384622	0.344714196621652
PRPF19	3.3705827945799	2.95251297546714	3.34492316902601	3.34421455251801	3.05858211403686	4.30491976021113
TMEM109	6.11896702461175	5.20233381583784	6.15914407198139	5.88432075432893	5.70330682171348	6.70327956063428
CHORDC1	1.79132218994528	1.75907705135767	1.86787594878815	2.64970586284567	2.126575023783	3.55309236875689
ANAPC15	3.61351099250073	3.01061985864266	3.94888907356829	3.24255886320746	3.59767778710904	4.3014146438404
FOLR3	2.01360690284914	0.870489541963861	1.73178239092308	0.866719103643759	1.96364260805088	4.44553831996976
PANX1	0.862505021394044	0.957773998459802	1.64964959752013	0.68857571698013	1.40022401965792	2.39764673705467
CEP164	2.23617466274274	3.03809195938127	2.19276597651989	2.96558061213763	3.38741133268005	2.23670772625143
RNF141	4.00914669105656	3.35933056020266	3.61861980697183	3.46421816736894	3.35428095517868	4.33574971618834
EIF4G2	8.09785909846162	7.43898260071789	8.0713988725529	7.76891628382067	7.49080176485292	8.4803087572559
IL10RA	6.94275372653841	6.66237362428699	7.11175410047013	6.66013009042453	6.43079470032294	7.52452989650848
BIRC2	5.74779773009243	4.86913424430453	5.49991918621014	5.76557027986062	5.43887642547741	5.878637823557
UBE4A	4.13102165407637	3.44081727869398	3.9613021384359	3.76301998679522	4.18006832343331	4.92253647231809
DDX6	7.33602306551859	7.26286374775011	7.62203493073385	7.24238478184375	7.5494891134532	7.83298631253105
CBL	4.66993437026128	4.72600803645072	4.95124087843241	4.80639668456335	5.42189310746978	5.15875640597684
HIPK3	4.89128078264309	4.70358205566658	4.78760684110304	5.23879909074085	4.96015587264307	5.55818065345479
FBXO3	2.57869086389644	2.5013279796029	2.26102934999318	1.96338620791587	2.97021752252328	3.44883063466642
PDHX	1.51718306178074	1.7088488696417	1.15017420332043	1.31813264895248	1.91701280800717	2.84007102284437
COMMD9	4.55748937680069	3.99990978621989	4.7203876312708	4.42150009051032	3.66620089413237	4.50946233332627
SLC15A3	5.32628136914833	4.6208746480937	5.43918286950981	5.48006977658608	4.20618016835484	5.49031499961342
CD5	4.24857114438698	4.037710367166	4.73655786531059	4.32551910431461	5.16504549717684	5.66721191989402
AMBRA1	1.4292476905407	1.60214059557845	1.8536331948427	0.97582989572082	1.17457371939999	1.67989798362278
MADD	2.06011726230886	2.27053232231937	1.99465129972325	1.61928655801473	1.80285089608494	3.62840329510412
PTPMT1	1.01120814677312	1.15122507404018	1.25703975901629	2.1804738510659	0.987300091070242	1.53227811671201
NAA40	1.27004959193297	1.1579270394684	1.26669100198072	1.09774314279982	1.19926438158048	2.15860631639155
SLC22A18	1.91713149268736	1.80166709123961	2.09892519639556	1.48590706558312	1.17341907511338	0.427356701102847
CD81	6.73343401087549	6.07960872354914	6.58664416775125	6.73727957428271	6.27967749735226	6.84452077696065
C11orf21	2.89787777206479	2.46107648602932	2.6174677489509	3.83708592299192	2.54720725078795	4.27717990611219
C11orf58	5.88281177783318	6.07204619544241	6.00677653260606	6.29560618921761	5.83360429937043	6.9191804086215
RPS13	10.2235807332368	9.64356065765663	10.2672583468359	10.2901462796432	10.2314290261823	10.5185465439178
AIP	5.15058482615547	4.61188382454173	5.33063384470295	5.30691665007329	5.16450018118224	5.16713607072829
NUP98	2.42082275258537	2.25529865176218	2.25384381196531	1.57559258660271	3.01412469601284	4.24619499053129
NDUFS8	4.11308304723036	4.0127380604489	4.06490223169805	3.60296559576176	2.34811505218377	3.15429329782239
CHKA	2.00471166402543	1.15434912452878	1.92665954385684	1.49148576429142	0.827076314859919	2.3036676738551
HPS5	3.23521236750181	3.10935993532465	3.06129714705448	3.70846472055651	2.63460338502832	3.98038525655831
GTF2H1	1.78258383892108	1.39786037482322	1.69389158898524	2.52508359354782	2.06550401431003	3.1784393093011
POU2AF1	1.79459899567869	2.07911040867615	1.86647059637634	1.77797545829091	2.70859293208548	3.4490874013696
PSMD9	0.809161165105129	0.949498918970991	0.764534990164548	2.07743588298701	0.774402228033114	1.10948775136292
CD69	7.49318038691186	6.73532479999049	7.12472921089129	7.04684047150466	7.48631672371255	8.04157013538197
PRDM4	2.24686076501518	2.55349072590978	2.69039273690027	1.60766233845219	1.76358833547509	2.93893783133341
CLEC2B	6.05714460788982	5.05975673511689	5.87016275641291	5.31941284880202	5.5950219706384	6.10683881318069
COQ5	2.54233343066249	1.79945067784033	1.8170447896024	2.80857225651651	1.39535576383842	3.29609263478391
SELPLG	6.8346219356028	6.10390789370026	6.67855374190258	6.433125662481	6.00877765548484	7.01562401123917
CORO1C	4.5987434683299	3.80694596151856	4.79833168002782	4.86501071104066	3.99113861467829	5.27584427779989
CAPRIN2	1.77244102437865	2.41783385783093	2.31568049192843	2.00010883482771	2.68198028415094	2.2535272283085
KCTD10	3.04099700747914	2.76181117233908	3.35874490745369	3.28156207348908	2.35892331128693	4.84247211262267
SLC11A2	1.67415431120319	1.75567363522467	1.90390508196334	2.17125644961463	1.82855787363311	3.1377659548722
MLEC	3.57128544576817	3.68768692526235	3.77269109496705	4.0300721133065	3.71816822710302	4.95743985615964
CAMKK2	3.73013694590323	3.54290215417916	4.1637463615061	4.49590068661361	3.23328832235039	4.16729374858695
BIN2	6.66476073504828	6.19890700037254	6.62301081334949	6.33295543673279	6.42160032830206	6.85766092689518
PTGES3	6.43709501161407	5.86465728712202	6.23668883495725	6.31465666581512	5.80972779471214	6.81951847967459
BCL7A	1.78403977517732	2.30982781910761	1.97152678835787	3.77880995299493	3.00318185499257	4.33457159847662
RSRC2	5.80107842280034	6.33282109685467	6.04124806973655	6.18890463359124	6.33983016853938	5.78178639236696
METAP2	6.79292282472853	7.05553408462832	6.87840706702813	6.96059147412272	6.93722711708996	7.11302130661992
LTA4H	6.44031007196886	5.62617205862418	6.18630690437726	6.21831531506052	5.72870865966239	6.99596408904718
ELK3	4.51096843133848	4.49250270541844	4.82735385240076	4.89690684510377	4.87288055969196	5.57936863863816
MAGOHB	2.74380143738729	1.48126262242727	1.68865634492241	2.64128742168565	2.42272494446404	3.71950420886666
ITFG2	2.09999301188761	2.18477966038904	2.30179443486529	1.93145137627915	1.71914893022897	2.41356351330359
PARP11	1.96250478627504	2.12631991396907	1.92846771012595	0.56163814098098	2.81768172659589	2.45946980244985
ARPC3	7.80920845519435	6.91454608116034	7.67354650224008	7.4719439953764	7.17622396368164	8.01632957514428
GPN3	1.92036919237615	1.23984787707293	1.561867305087	2.08028975063396	1.32532755950262	2.71229480966054
VPS29	4.96417698518216	4.26059420792299	4.91919354153168	3.80104870716456	4.39135054986372	4.94295362982778
SH2B3	2.90630397387959	3.09814461141856	3.37087973063403	2.78822830531207	3.5654734247639	4.57134391241162
DUSP16	2.57744734327394	2.1008877706653	2.96692148066025	2.14321868514001	3.42634154678421	3.70810164541449
CREBL2	4.47713295060665	3.68952032111654	4.32912405319028	3.56909022241579	3.69738516814496	5.40432482610159
ALDH2	5.20551249824231	4.68302379089976	5.08234287475771	5.11389242378958	4.85560715747176	5.43516335864765
CDKN1B	5.94290212244777	5.15141012828148	5.64163287064747	5.87665105051566	6.0512593262552	6.64682479158323
NAA25	1.49917218311338	2.41005199399442	2.0957362572448	3.42021214404312	2.99180964014948	2.76866485954746
LTBR	2.80015827911825	2.27036898553283	2.40759223282824	2.30666637582142	2.44364743051968	3.44931470887417
OAS3	2.79220052848943	2.11282141875771	2.82567734111271	2.11296039839516	1.95214722543814	2.83671980128973
OAS2	4.7306349242752	3.61519973427644	3.99120280190085	3.53622159337652	3.77322368656597	4.93390621486398
ARHGDIB	9.17861864645481	8.53378986402651	9.18020119705105	8.92612642298588	8.78756054339981	9.46710418495778
GTF2H3	3.12063236117831	2.73817182267063	2.55583853382942	2.02842794034668	3.34869456970731	3.31623760920617
EIF2B1	3.6920393966933	3.16373126985729	3.64945696902188	2.4608271675179	2.90242028707001	4.96921266788681
DDX55	1.75043298034123	1.82073159577939	1.69971585396014	1.19005069994887	0.696367951140298	1.27228528900324
SLC38A1	6.07759422838846	5.93643120920144	5.81479101472584	6.28613692146443	6.18517478439592	6.98373667096166
VDR	2.20491229553024	2.05263410241403	1.37647267387155	1.27339095851971	1.32358124385247	0
STX2	2.83122452607409	3.48269896502573	3.04911850874868	1.66657042422745	2.25896517351316	3.15494272175223
COPZ1	5.0759628576738	4.30996712944594	5.11880213900965	4.5422057718987	4.37345029499954	5.51804552379691
CAND1	3.61444162832606	3.78830539841975	3.72652285870039	3.1000521233325	3.84532169467348	4.62564869322905
IFNG	4.54418745387126	2.75897522706463	3.51618658132457	2.00120905971994	1.56671161795741	1.85363644669638
RAB5B	2.50802854385856	2.54666267799863	2.42962993366494	1.77237814412593	1.99430515394187	3.85521590602599
MDM1	1.9290524045112	1.11800967877387	1.75192113271942	1.66199863402474	1.88953027935079	3.91937104056304
NUP107	2.35419072102602	2.13624639749086	2.19359726464343	1.66920413579524	2.09616772223973	4.05366858192334
CNOT2	5.04164144982441	5.40101841379161	5.2867023939643	5.08202853168818	5.16082820759101	5.47186934176794
CPSF6	3.87829139724971	3.83583190195521	3.73580999342911	4.15526301952381	4.57151575895964	5.32508400309338
KRR1	4.35009660480045	4.7557124183212	4.17131896103395	4.32196517634525	4.48026359249825	5.80354542319373
MRPL51	4.81917347497704	3.87896817235536	4.55832120763842	4.88301471764665	3.67520754320908	5.09230700210699
GAPDH	9.2170097023341	8.64979250294425	9.13392746736028	9.02585264808734	8.59488438196031	9.29058472539029
NOP2	1.4088603136131	1.47067588242803	1.89259104464226	0.881489199015489	0.537016477890646	0.844971377185394
CHD4	5.7799246152438	6.0019997746182	5.80306536319007	5.89832555880866	5.96438612032668	6.10331770519802
ACRBP	4.54081378707875	3.01454424965687	4.61577604922412	4.81603539289854	3.74128514756994	4.46881338001452
UHRF1BP1L	4.21689482946308	3.5590544002189	3.8326473728307	4.51490780685669	3.39966990711547	5.05461107122459
COPS7A	1.06396654175452	0.901483230536599	1.27746389271626	0.689228862509795	1.72825420548455	1.38094131411572
ING4	2.99220926522348	2.14221319706629	2.70317964962989	3.29299588025312	2.27759194103133	3.91771595583374
CHPT1	3.80378753036968	3.36334023746962	3.65341181703087	3.92607847416254	3.83255988660274	3.73557119857211
USP5	1.91344814752382	1.6770108574727	1.91006624793272	1.50560629792935	1.69929439820217	2.66226028948401
TPI1	7.26551286193363	6.65245891074599	7.15359866443441	6.78832162508388	6.32599623132252	7.31798193461397
GNPTAB	5.56260751803564	5.38192104675561	5.36154100942456	5.37258061332586	5.07267475713701	5.95426973924387
ENO2	1.55056551844027	1.62157715842887	1.86498777493705	0.561404986203436	0.770375187298152	3.77554362377889
C12orf57	6.48655521535325	6.09250712193727	6.44762193847727	6.97549829348792	6.91811260661855	6.7635217158857
PTPN6	5.4049708935493	4.83709285374342	4.82411715359657	5.20597038302437	4.68164883550288	5.55312689146998
LPCAT3	2.6706569652156	1.68892403765736	2.80541260270042	2.69056137264964	2.69178936923928	3.07690215044604
SUDS3	3.11733990575438	3.25144821297609	2.54130172823258	2.50708796365818	2.18442267517125	4.32630095043287
GOLT1B	2.41123901463257	2.06482725236727	2.40132507223711	0.735697339585685	0.820601571816908	1.93234970183515
LDHB	7.37524657323506	6.78615384901267	7.51037562527503	7.57263619178201	7.83559364817282	8.26862520871437
PRKAB1	2.3539292269852	2.15538422746109	1.86141010989398	2.00132109061576	1.77813820505967	3.21651059107523
CMAS	2.17284383835881	1.6849745457865	2.02345435082747	2.96970558882185	1.48634781652667	2.59382013820047
HCFC2	2.4982715875953	2.71453460420766	2.24899564758512	3.1362183154126	2.78658895484598	2.9090140307026
CLEC4A	4.7070761417039	4.34404728790995	4.90479241815838	5.10634306336609	4.01410010236457	5.60772693066118
C2CD5	1.622370510956	1.53497079527513	0.804176613455375	0.471215854601248	2.45922807316016	0.88681500454668
RAB35	3.71002609574529	3.23466534619008	3.59234283207659	3.74970164187824	2.89983438305346	4.05249886812812
COX6A1	6.28318533697523	5.77716918722071	6.30801300711659	6.02439837747177	5.73248025106161	6.18271577693159
SRSF9	5.49816908369452	5.01738307321928	5.27201636082573	5.84643248383999	4.81096053340201	6.10711571772861
FGFR1OP2	4.59192900407426	4.18912180228801	4.04965904040426	4.22280146699295	4.57126746227222	5.96694699243388
KLRB1	6.79275746778698	6.23091087231089	6.90799966075369	6.97096335064183	6.75910191432059	7.28541387909553
BTN3A3	4.36535127383917	3.87759091773519	4.22302713120644	4.2231607427094	3.70902169151913	4.96452513892857
TDP2	2.94314388041535	2.4387586897991	2.59516925485939	3.34824520152722	2.59112504301333	3.9005965049865
DSE	3.77981179398237	2.97194396369261	3.35242284603448	4.17239915753942	2.60665548141526	5.14953548854257
RWDD1	6.18447481361432	5.4664583367806	6.17421666978024	5.89325517780687	5.99369930559434	6.01781132173871
TMEM14C	3.4876840973442	2.62111762599772	2.90933577193876	2.60477321746064	2.62448707018158	2.88530984417252
PAK1IP1	1.72739748402138	1.33303464219025	1.45575092912021	1.64984718080677	1.56445070163802	2.17215364455734
GCNT2	1.08071338889414	0.893756829194102	0.833528872863019	2.13506899771497	1.96589866669014	1.97823555829903
SMIM8	1.45693676251243	1.10393053129712	1.21125666260892	1.32225662975239	2.11899106245704	0.86593185374233
NEDD9	4.17903681112954	4.39391569341499	4.12740737631579	4.36607337631393	3.71491808862951	4.71163300470318
CEP85L	4.48317017677068	5.09728512432683	4.94225397892978	4.45071730434458	4.70192526207453	5.62783356425789
ASF1A	1.68537822833801	2.06828415469548	1.6824014067066	0.564219276542987	2.47548885878525	3.64858380908247
MCM9	1.42009911372523	2.01290132522047	1.82085846962067	2.88573088359711	2.1223728473616	2.26232580652299
RNGTT	2.41137672066735	2.5078696430336	2.49439634014554	1.92210554277571	2.9951362932308	4.16462997916609
MAN1A1	2.74076689938845	2.42683846219437	2.33085516914534	2.76925167042612	1.24656061841189	3.53227811671201
SERINC1	5.95475572730485	5.36074469603117	5.68061409258495	5.23885219100486	5.56257256098173	6.64689204705677
HDDC2	3.95591426102175	3.36491935523818	3.64791690762175	3.13288481350698	2.97273207838331	4.21988825210778
HINT3	2.51120126488807	2.35549004732832	2.13347264481061	2.67312522947783	2.60855186750784	3.04693315966167
NCOA7	4.67476429395204	4.75491432631926	4.71107591413475	5.01885692123173	4.95317640710897	4.99400911282714
RIPOR2	6.70587961437716	6.57362747910449	6.67402888752927	7.16806659532997	6.90946440924345	7.63034785401407
SASH1	1.53976740762816	1.73688193599904	1.77345648381847	1.09576068644476	0.876100990481819	2.71531749321272
MTRF1L	2.04494675570245	2.00936201325699	1.62407027814736	1.66743556172122	1.13087302053724	3.30037492796911
MAPK14	4.28391165403608	4.05540915958287	3.63892987721529	3.17717207580549	4.01002973943341	4.09995615861518
KCTD20	5.30912297296521	4.88879369593269	5.33088082190264	5.18258088377943	4.89471203359876	5.9382754321771
STK38	5.99773320532482	5.89306144330431	5.92683125107204	6.10872323864858	5.93150602874552	6.47748404139892
SRSF3	7.05501345174107	6.79345994952432	6.88062527169811	7.18370440104588	6.78863240063111	7.52876840431117
SOD2	6.39951137741141	5.67521360532492	6.58761958399221	6.24199963214978	5.79575744107371	6.85086688645363
MRPL18	3.65311912895245	2.79066326055941	2.89320527670412	3.33184909558048	2.16012795643343	4.96451321094424
MCM3	3.62538751309216	3.07921479253269	3.00504010048626	4.29054481803423	2.60425442708557	3.75239288756644
RNF8	2.39467795716675	2.14926035422673	2.37597734831325	2.82890819253057	1.92461198123557	2.52210316104086
PHACTR1	4.33360260546547	3.73926054769966	4.06936164728574	4.38174820812616	3.99219545591349	4.38078666432421
FBXO9	4.60175432384219	4.69610525992415	4.55950285533112	3.47542781019558	4.76514580985074	5.32334388972453
CD83	6.44779773958106	5.88980720985116	6.09213385900033	6.00016799280185	5.83666828125577	7.69976254623796
MDN1	3.2116935601883	4.13583971290057	2.84406846397081	3.926010314411	3.87387451824384	4.12229732573074
SAYSD1	1.95224843074795	1.37929192782669	1.36103590455702	1.62105680765729	1.89770461729478	3.52380563597423
BACH2	3.1646183237095	3.96152106372404	3.63480446072823	4.25526725026144	4.67317693570398	4.82201722570778
ZNF451	5.1808599107102	5.25323008326831	5.1255017195783	5.57880435439943	5.63901377041446	6.22466101445375
FBXL4	1.19433017205642	1.19640987141005	0.90873827496796	1.50102895449883	0.601707994440381	2.09830105460479
CCNC	3.51206531326099	3.17255187635332	3.48345548925226	3.39783347031359	3.37046966874885	5.08556517886658
E2F3	4.4165341080392	3.76290000633775	4.43547792290245	3.18204760301211	3.64626358779503	4.53988285048318
PTP4A1	6.15517442931497	5.19197937371495	6.14058151659973	5.65945494214531	5.46324251364408	6.31355187641028
ASCC3	3.92472780582054	3.72726830802814	3.48238286936582	3.76581255350846	4.2274258046886	3.99144525859512
MED23	1.42415424676981	1.94927366351215	1.54994760638115	1.27150727011455	2.58282118907312	3.0613879551337
CRYBG1	4.95111693049654	5.35004032926799	4.70683614915689	4.78864591361259	5.17725260440184	5.79076397254391
VNN1	1.37783271809998	1.12600681100354	1.14519879839025	0.383396225170567	1.37233912846202	0
VNN2	5.22077511954584	4.25152602488485	5.52638580422069	5.27175669368436	3.74365046199115	6.40264960875106
ACOT13	1.29163224917003	0.711161094711019	1.50806663836051	1.53743210749094	0.684322205336736	2.21983809097655
SMAP1	4.98410633818957	4.80327928764888	4.95332627900081	4.68689198804181	4.26769653686677	5.88052157320705
RPS12	11.4698778646984	10.8749231937468	11.5091410439854	11.4359634340198	11.4942638834754	11.728190516334
C6orf62	5.75292825054536	5.67474233702817	5.66356456863156	6.05373397336847	5.78810907055805	6.45168192263306
SNX3	6.40335111794937	5.72559544109649	6.15100019625359	6.38359417036108	6.19183367932159	6.79257999002754
HBS1L	2.34324140891833	2.76594358279888	2.29240444784645	2.60736345857157	2.80437475323939	3.43505975545416
TRIM38	5.32000626496507	5.35698166353125	5.21000983454572	5.14472592848947	5.45469585489241	5.92266184307598
ZBTB24	3.20469737356007	1.95950724709711	2.82992125102591	1.65297584238628	3.4816957324615	4.15119195850094
FIG4	2.82238897921481	2.3921860065833	2.23779412784465	1.87985030776319	1.77099989899254	2.49490924089813
HECA	5.34887932810126	5.12360331981163	5.45571839224131	5.05560158132797	5.5720261858357	6.12435056402259
PHACTR2	4.98202940574862	4.82100188870298	5.16402633438711	5.24434122487796	4.76544121967003	5.76818408415635
SLC39A7	2.87207591085526	2.50023896301866	2.75860899200541	3.09070167007297	3.45697729626893	3.5063797450606
PHF1	1.69890519635511	1.89902956468683	1.91849045040314	2.32998219541707	1.69807342200876	0.707201810371765
CUTA	6.21691847073849	5.81100795638721	6.23149940450648	6.31746369463146	6.24737313045471	6.52299668981626
QKI	6.27089355590282	5.96358410760552	6.42199940731581	5.95724159917253	6.15036048819989	6.64487801675985
TFEB	3.65832893238693	3.1110214935533	3.0229569456988	3.33884675124115	2.48127924392908	3.87174442032051
CCND3	7.22343033379559	6.76825402552099	7.17786330715826	7.10997330522147	7.03836754831097	7.41693645519225
FAM120B	1.55156583824687	1.6665383104848	1.60378940335951	1.95921610278378	3.17647796329123	0.935624889805636
BICRAL	3.7208890751009	3.49667774271031	3.61945628328433	3.07974240308545	3.4632540946808	4.32507273164675
PPP2R5D	2.60412168057925	2.70768750564583	3.16172940470265	3.39438971063708	1.19643021262947	3.66519541034648
MRPL2	1.95018542400474	1.73418856533538	1.43557605383291	1.19389566672315	0.445596836069249	1.57311290089787
SRF	3.42243083637473	2.92443715688078	3.33893575588434	2.28467723794196	3.68068782172037	4.30997514165919
CUL9	0.654067576689712	1.18633184151765	0.813314143182767	0.771146337795321	1.29961498802863	2.13873648667884
DNPH1	3.8615643736316	3.04663117244608	3.14601136466057	3.83368198901374	4.24991382914919	3.65228957804694
DUSP22	5.36840863888338	4.91327804042691	5.47525297960363	4.05223257059349	5.41266963544172	5.48318406170821
EXOC2	2.2454376604867	2.03357010041305	2.22457618014276	2.55757386516714	1.72233658524134	4.86542633962812
COX7A2	7.01058179861875	6.42423427199303	7.01055167458129	6.87912807324044	7.09417438129717	7.09729137401384
TMEM30A	5.29570734945188	4.52676891138874	5.10997582429809	5.04641984648554	4.97073927171826	5.94606363031341
GMDS	2.22278601856847	2.25746963375176	2.31605085150293	1.7447747476774	2.06717072309738	2.72038392497518
SENP6	4.89551527819417	4.95879816839865	4.95500724360237	5.65893244577716	4.89492218276717	5.74253060361392
VEGFA	3.54353915851111	3.25918706207549	3.2731560955005	3.05275023558123	2.46220905703221	4.45565507696486
PRPF4B	5.87567967098803	6.21621718408668	5.48082829407903	6.03284423888774	6.04736826677868	6.39718819238443
BTN2A1	2.19161915580957	2.92138903646083	1.84809779941567	2.26834839714178	2.4834139035636	1.62699052968351
FBRSL1	2.4129255584706	2.32345405075637	1.9771565237336	2.36034009541004	3.21848282486201	3.75205707831874
LY86	6.06033810441455	5.49586036531876	5.88326478133756	5.87407153615362	5.31139032015683	6.02754818011289
ERBIN	6.53171640305593	6.2187173164657	6.4175357845816	6.17799242706938	6.48005377429464	7.20705717759186
MAN2A1	4.03331490396863	4.59016828215138	4.25472484078576	4.03863099382818	4.16184945132695	5.07008698068856
HMGCS1	2.75989394550707	2.8570561571547	2.58657149864736	3.86525392531988	2.51423868775408	3.17104570122303
DAP	4.68738583566361	4.37461938948269	4.54165416396884	5.1113040561355	4.69333790993671	4.42264217926962
BRD8	2.05792867497081	1.73823460353981	1.85331986541865	1.3500612216215	1.49246044424418	3.14161785148192
NNT	3.08948906631893	2.72462373597637	2.84625567688765	3.259479485363	1.47099770011696	4.06704820926167
MRPS30	3.2056240891878	3.05887218491739	3.34382941988732	3.33146245608284	3.02488462040107	4.86114726330336
HSPA9	5.2004453413503	5.38999711675348	5.2885571376894	4.92746751540537	5.32435944544281	5.95759706111252
MRPS27	2.87715336817597	2.21151409466298	2.99756247072538	3.44745893022119	1.26812033239437	3.35129835477019
PFDN1	5.5539218889994	5.01469314087852	5.48273550978399	4.87530834009972	4.97163772255517	5.88822066288536
HBEGF	6.16562112506042	5.31079388255057	5.98977765665029	5.56250544031376	4.99581690829647	5.61563717074726
GZMK	5.72618818294937	5.10981677580577	5.75796759680263	6.20345474876158	5.89416339858295	6.5455796474426
SPARC	5.4324743065535	3.53535089413431	5.3091250133669	5.23667028999765	4.61940700264302	6.09690843870959
IK	6.30864490576958	6.28125125681938	6.29686063844307	6.23418680759447	6.39131335232505	6.61342984581027
HMGCR	1.83962438602017	1.85896401950073	2.51239186657461	2.04656227141652	1.66130240137511	2.99893412037663
FAF2	3.59054929563732	3.92314877911695	3.66219314939577	3.26215880790262	2.93439533462548	2.76364765910037
